1-14 Jan 2024, Surlari, B-z
Time (Days)             B-z (nT)
11.3423611              43238.3                  
11.3430556              43238.8                  
11.34375                43238.5                  
11.3444444              43238.8                  
11.3451389              43238.8                  
11.3458333              43239.3                  
11.3465278              43238.8                  
11.3472222              43239.2                  
11.3479167              43239.4                  
11.3486111              43239.4                  
11.3493056              43239.6                  
11.35                   43239.5                  
11.3506944              43239.7                  
11.3513889              43240.1                  
11.3520833              43239.5                  
11.3527778              43239.7                  
11.3534722              43239.9                  
11.3541667              43239.9                  
11.3548611              43240.1                  
11.3555556              43239.9                  
11.35625                43239.7                  
11.3569444              43239.8                  
11.3576389              43240.3                  
11.3583333              43240.4                  
11.3590278              43240.2                  
11.3597222              43240.3                  
11.3604167              43239.9                  
11.3611111              43239.8                  
11.3618056              43240                    
11.3625                 43239.6                  
11.3631944              43240                    
11.3638889              43240                    
11.3645833              43239.9                  
11.3652778              43240.3                  
11.3659722              43240.7                  
11.3666667              43241.2                  
11.3673611              43241.1                  
11.3680556              43240.3                  
11.36875                43240.3                  
11.3694444              43240.9                  
11.3701389              43241.2                  
11.3708333              43241.1                  
11.3715278              43240.6                  
11.3722222              43241.1                  
11.3729167              43240.8                  
11.3736111              43240.9                  
11.3743056              43240.8                  
11.375                  43240.3                  
11.3756944              43240.8                  
11.3763889              43240.5                  
11.3770833              43240.5                  
11.3777778              43241                    
11.3784722              43240.6                  
11.3791667              43240.5                  
11.3798611              43240.9                  
11.3805556              43240.7                  
11.38125                43241.3                  
11.3819444              43240.4                  
11.3826389              43240.8                  
11.3833333              43240.4                  
11.3840278              43241.2                  
11.3847222              43240.9                  
11.3854167              43240.5                  
11.3861111              43240.1                  
11.3868056              43239.9                  
11.3875                 43240                    
11.3881944              43240.3                  
11.3888889              43240.6                  
11.3895833              43240.6                  
11.3902778              43240.7                  
11.3909722              43240.6                  
11.3916667              43240.6                  
11.3923611              43240.7                  
11.3930556              43240                    
11.39375                43239.9                  
11.3944444              43239.9                  
11.3951389              43239.6                  
11.3958333              43239.7                  
11.3965278              43239.6                  
11.3972222              43239.2                  
11.3979167              43239.2                  
11.3986111              43238.7                  
11.3993056              43239.1                  
11.4                    43238.6                  
11.4006944              43238.8                  
11.4013889              43238.2                  
11.4020833              43238.2                  
11.4027778              43238                    
11.4034722              43238                    
11.4041667              43238.2                  
11.4048611              43238.1                  
11.4055556              43238.2                  
11.40625                43238.5                  
11.4069444              43237.7                  
11.4076389              43238.1                  
11.4083333              43237.8                  
11.4090278              43237.8                  
11.4097222              43237.8                  
11.4104167              43237.5                  
11.4111111              43237.6                  
11.4118056              43237.1                  
11.4125                 43237.2                  
11.4131944              43236.3                  
11.4138889              43236.4                  
11.4145833              43236.4                  
11.4152778              43236.1                  
11.4159722              43235.7                  
11.4166667              43235.7                  
11.4173611              43235.6                  
11.4180556              43235.6                  
11.41875                43235.2                  
11.4194444              43235.2                  
11.4201389              43235.2                  
11.4208333              43235.3                  
11.4215278              43234.9                  
11.4222222              43234.6                  
11.4229167              43234.2                  
11.4236111              43234.2                  
11.4243056              43233.8                  
11.425                  43233.9                  
11.4256944              43233.5                  
11.4263889              43233.3                  
11.4270833              43233.1                  
11.4277778              43233                    
11.4284722              43232.9                  
11.4291667              43233.2                  
11.4298611              43232.7                  
11.4305556              43232.6                  
11.43125                43232.5                  
11.4319444              43232.4                  
11.4326389              43232.1                  
11.4333333              43232.3                  
11.4340278              43232                    
11.4347222              43231.8                  
11.4354167              43231.1                  
11.4361111              43230.4                  
11.4368056              43230.9                  
11.4375                 43230.2                  
11.4381944              43229.8                  
11.4388889              43229.7                  
11.4395833              43229.2                  
11.4402778              43229.3                  
11.4409722              43228.6                  
11.4416667              43228.7                  
11.4423611              43228.6                  
11.4430556              43228.5                  
11.44375                43228.7                  
11.4444444              43228.2                  
11.4451389              43228.6                  
11.4458333              43227.9                  
11.4465278              43228                    
11.4472222              43228                    
11.4479167              43227.9                  
11.4486111              43227.4                  
11.4493056              43227.8                  
11.45                   43227.6                  
11.4506944              43227.6                  
11.4513889              43228                    
11.4520833              43227.5                  
11.4527778              43227.6                  
11.4534722              43227.7                  
11.4541667              43227.2                  
11.4548611              43227.5                  
11.4555556              43227.2                  
11.45625                43227.4                  
11.4569444              43227.1                  
11.4576389              43227.1                  
11.4583333              43227.4                  
11.4590278              43227.3                  
11.4597222              43227.5                  
11.4604167              43227.5                  
11.4611111              43227.5                  
11.4618056              43227.7                  
11.4625                 43227.9                  
11.4631944              43228.1                  
11.4638889              43227.9                  
11.4645833              43227.8                  
11.4652778              43227.7                  
11.4659722              43227.7                  
11.4666667              43227.8                  
11.4673611              43227.7                  
11.4680556              43227.7                  
11.46875                43227.9                  
11.4694444              43228                    
11.4701389              43228.3                  
11.4708333              43228                    
11.4715278              43228.2                  
11.4722222              43229.1                  
11.4729167              43229.5                  
11.4736111              43229                    
11.4743056              43228.5                  
11.475                  43228.5                  
11.4756944              43228.3                  
11.4763889              43228.4                  
11.4770833              43228.4                  
11.4777778              43228.6                  
11.4784722              43228.9                  
11.4791667              43229.4                  
11.4798611              43229.9                  
11.4805556              43230                    
11.48125                43230.1                  
11.4819444              43230.1                  
11.4826389              43230.5                  
11.4833333              43230.5                  
11.4840278              43230.7                  
11.4847222              43230.7                  
11.4854167              43230.4                  
11.4861111              43230.2                  
11.4868056              43230.4                  
11.4875                 43230.8                  
11.4881944              43230.8                  
11.4888889              43231                    
11.4895833              43231.3                  
11.4902778              43231.7                  
11.4909722              43232.3                  
11.4916667              43232.1                  
11.4923611              43231.7                  
11.4930556              43232.1                  
11.49375                43232                    
11.4944444              43232.2                  
11.4951389              43232.5                  
11.4958333              43232.4                  
11.4965278              43232.7                  
11.4972222              43232.9                  
11.4979167              43233.3                  
11.4986111              43233.5                  
11.4993056              43233.6                  
11.5                    43233.8                  
11.5006944              43234.1                  
11.5013889              43234.6                  
11.5020833              43234.6                  
11.5027778              43234.4                  
11.5034722              43234.4                  
11.5041667              43234.4                  
11.5048611              43234.6                  
11.5055556              43235.2                  
11.50625                43235.2                  
11.5069444              43235.3                  
11.5076389              43235.3                  
11.5083333              43235.1                  
11.5090278              43235.1                  
11.5097222              43235.3                  
11.5104167              43235.3                  
11.5111111              43235.4                  
11.5118056              43236.2                  
11.5125                 43236.1                  
11.5131944              43236.7                  
11.5138889              43236.5                  
11.5145833              43236.5                  
11.5152778              43236.4                  
11.5159722              43236.6                  
11.5166667              43237.3                  
11.5173611              43237.5                  
11.5180556              43237.6                  
11.51875                43237.7                  
11.5194444              43238.1                  
11.5201389              43237.9                  
11.5208333              43237.7                  
11.5215278              43237.8                  
11.5222222              43238                    
11.5229167              43238.5                  
11.5236111              43238.1                  
11.5243056              43238.5                  
11.525                  43238.4                  
11.5256944              43238.6                  
11.5263889              43238.2                  
11.5270833              43238                    
11.5277778              43238.5                  
11.5284722              43238.2                  
11.5291667              43238.4                  
11.5298611              43238.3                  
11.5305556              43238.1                  
11.53125                43238.3                  
11.5319444              43238.1                  
11.5326389              43238.4                  
11.5333333              43238.3                  
11.5340278              43238.2                  
11.5347222              43238.1                  
11.5354167              43237.9                  
11.5361111              43238.2                  
11.5368056              43238                    
11.5375                 43238.1                  
11.5381944              43238.2                  
11.5388889              43238.1                  
11.5395833              43238.1                  
11.5402778              43238                    
11.5409722              43238.4                  
11.5416667              43238.2                  
11.5423611              43238.5                  
11.5430556              43238.3                  
11.54375                43237.8                  
11.5444444              43238.1                  
11.5451389              43237.9                  
11.5458333              43238.3                  
11.5465278              43238.1                  
11.5472222              43238.1                  
11.5479167              43238.6                  
11.5486111              43238.5                  
11.5493056              43238.2                  
11.55                   43237.9                  
11.5506944              43237.9                  
11.5513889              43238.1                  
11.5520833              43238.1                  
11.5527778              43238.4                  
11.5534722              43238.3                  
11.5541667              43238.4                  
11.5548611              43237.9                  
11.5555556              43238                    
11.55625                43238                    
11.5569444              43238.2                  
11.5576389              43238.4                  
11.5583333              43238.8                  
11.5590278              43238.8                  
11.5597222              43239                    
11.5604167              43238.9                  
11.5611111              43239                    
11.5618056              43239                    
11.5625                 43238.7                  
11.5631944              43238.7                  
11.5638889              43238.9                  
11.5645833              43239.1                  
11.5652778              43239.2                  
11.5659722              43239.3                  
11.5666667              43239.2                  
11.5673611              43239.3                  
11.5680556              43239.4                  
11.56875                43239.1                  
11.5694444              43239.3                  
11.5701389              43239.3                  
11.5708333              43239.4                  
11.5715278              43239.6                  
11.5722222              43239.9                  
11.5729167              43239.5                  
11.5736111              43239.8                  
11.5743056              43239.8                  
11.575                  43239.7                  
11.5756944              43240                    
11.5763889              43240                    
11.5770833              43239.9                  
11.5777778              43240                    
11.5784722              43240.5                  
11.5791667              43240                    
11.5798611              43240.3                  
11.5805556              43239.9                  
11.58125                43240.5                  
11.5819444              43240.3                  
11.5826389              43240.2                  
11.5833333              43240.5                  
11.5840278              43240.3                  
11.5847222              43240.4                  
11.5854167              43240.9                  
11.5861111              43240.7                  
11.5868056              43240.9                  
11.5875                 43240.8                  
11.5881944              43240.7                  
11.5888889              43240.3                  
11.5895833              43240.5                  
11.5902778              43240.5                  
11.5909722              43239.9                  
11.5916667              43240.4                  
11.5923611              43239.8                  
11.5930556              43240.3                  
11.59375                43239.9                  
11.5944444              43240.1                  
11.5951389              43240.1                  
11.5958333              43240.1                  
11.5965278              43239.9                  
11.5972222              43239.9                  
11.5979167              43239.9                  
11.5986111              43239.9                  
11.5993056              43239.7                  
11.6                    43239.7                  
11.6006944              43239.7                  
11.6013889              43240.3                  
11.6020833              43239.9                  
11.6027778              43240                    
11.6034722              43239.9                  
11.6041667              43239.7                  
11.6048611              43239.8                  
11.6055556              43239.7                  
11.60625                43239                    
11.6069444              43239                    
11.6076389              43239.2                  
11.6083333              43238.8                  
11.6090278              43239                    
11.6097222              43239.4                  
11.6104167              43239.3                  
11.6111111              43239.4                  
11.6118056              43239.9                  
11.6125                 43239.8                  
11.6131944              43239.8                  
11.6138889              43239.5                  
11.6145833              43239.4                  
11.6152778              43239.4                  
11.6159722              43239.6                  
11.6166667              43239.4                  
11.6173611              43239.4                  
11.6180556              43239.1                  
11.61875                43239.3                  
11.6194444              43239.2                  
11.6201389              43239.5                  
11.6208333              43239.7                  
11.6215278              43239.9                  
11.6222222              43239.9                  
11.6229167              43239.5                  
11.6236111              43240                    
11.6243056              43239.9                  
11.625                  43239.5                  
11.6256944              43239.6                  
11.6263889              43239.3                  
11.6270833              43239.6                  
11.6277778              43239.2                  
11.6284722              43239.3                  
11.6291667              43239.5                  
11.6298611              43239.2                  
11.6305556              43239.1                  
11.63125                43238.9                  
11.6319444              43239.3                  
11.6326389              43238.7                  
11.6333333              43239.4                  
11.6340278              43238.4                  
11.6347222              43239                    
11.6354167              43238.9                  
11.6361111              43239                    
11.6368056              43238.8                  
11.6375                 43239                    
11.6381944              43239.1                  
11.6388889              43238.7                  
11.6395833              43239.1                  
11.6402778              43238.9                  
11.6409722              43239                    
11.6416667              43239.4                  
11.6423611              43239                    
11.6430556              43239.2                  
11.64375                43239                    
11.6444444              43239                    
11.6451389              43239.2                  
11.6458333              43239                    
11.6465278              43239.4                  
11.6472222              43239.2                  
11.6479167              43239.3                  
11.6486111              43239.3                  
11.6493056              43239.1                  
11.65                   43239                    
11.6506944              43239.4                  
11.6513889              43239                    
11.6520833              43239.6                  
11.6527778              43239.1                  
11.6534722              43239.6                  
11.6541667              43239                    
11.6548611              43239.4                  
11.6555556              43239.3                  
11.65625                43239.5                  
11.6569444              43239.1                  
11.6576389              43239.4                  
11.6583333              43239.4                  
11.6590278              43239.5                  
11.6597222              43239.5                  
11.6604167              43239.3                  
11.6611111              43239                    
11.6618056              43239                    
11.6625                 43239.1                  
11.6631944              43239.1                  
11.6638889              43238.8                  
11.6645833              43239.1                  
11.6652778              43239.2                  
11.6659722              43239.7                  
11.6666667              43239.2                  
11.6673611              43239.2                  
11.6680556              43239.5                  
11.66875                43239.2                  
11.6694444              43239.2                  
11.6701389              43239.4                  
11.6708333              43239.4                  
11.6715278              43239.3                  
11.6722222              43239.3                  
11.6729167              43239.1                  
11.6736111              43239.1                  
11.6743056              43239                    
11.675                  43239.1                  
11.6756944              43239.4                  
11.6763889              43239.4                  
11.6770833              43239.1                  
11.6777778              43238.9                  
11.6784722              43239.3                  
11.6791667              43239                    
11.6798611              43239.3                  
11.6805556              43239.1                  
11.68125                43239                    
11.6819444              43239.2                  
11.6826389              43238.9                  
11.6833333              43239.2                  
11.6840278              43238.9                  
11.6847222              43239.3                  
11.6854167              43239.2                  
11.6861111              43238.9                  
11.6868056              43239.1                  
11.6875                 43238.7                  
11.6881944              43239.2                  
11.6888889              43239.1                  
11.6895833              43239                    
11.6902778              43239.2                  
11.6909722              43239.2                  
11.6916667              43238.8                  
11.6923611              43239.1                  
11.6930556              43239.3                  
11.69375                43239.2                  
11.6944444              43239.5                  
11.6951389              43239.3                  
11.6958333              43239.4                  
11.6965278              43239.6                  
11.6972222              43239.7                  
11.6979167              43239.5                  
11.6986111              43239.4                  
11.6993056              43239.4                  
11.7                    43239.3                  
11.7006944              43239.3                  
11.7013889              43239.4                  
11.7020833              43239.2                  
11.7027778              43239.1                  
11.7034722              43238.9                  
11.7041667              43238.9                  
11.7048611              43239.2                  
11.7055556              43239.3                  
11.70625                43239.5                  
11.7069444              43239.4                  
11.7076389              43239.4                  
11.7083333              43239                    
11.7090278              43238.9                  
11.7097222              43238.8                  
11.7104167              43238.7                  
11.7111111              43238.8                  
11.7118056              43238.8                  
11.7125                 43239.2                  
11.7131944              43239.5                  
11.7138889              43239.4                  
11.7145833              43239.4                  
11.7152778              43239.1                  
11.7159722              43239.6                  
11.7166667              43239.1                  
11.7173611              43239.5                  
11.7180556              43239.3                  
11.71875                43239.6                  
11.7194444              43239.1                  
11.7201389              43239.7                  
11.7208333              43239.3                  
11.7215278              43239.4                  
11.7222222              43239.4                  
11.7229167              43239.2                  
11.7236111              43239.3                  
11.7243056              43239.2                  
11.725                  43238.9                  
11.7256944              43239.1                  
11.7263889              43238.5                  
11.7270833              43238.8                  
11.7277778              43238.5                  
11.7284722              43238.9                  
11.7291667              43238.4                  
11.7298611              43238.8                  
11.7305556              43238.4                  
11.73125                43238.7                  
11.7319444              43238.9                  
11.7326389              43238.7                  
11.7333333              43239                    
11.7340278              43239.2                  
11.7347222              43239                    
11.7354167              43239.1                  
11.7361111              43239.1                  
11.7368056              43238.8                  
11.7375                 43239.2                  
11.7381944              43238.9                  
11.7388889              43238.9                  
11.7395833              43238.4                  
11.7402778              43239                    
11.7409722              43238.6                  
11.7416667              43239.3                  
11.7423611              43239                    
11.7430556              43239.1                  
11.74375                43238.8                  
11.7444444              43239.1                  
11.7451389              43239.1                  
11.7458333              43239.1                  
11.7465278              43239.2                  
11.7472222              43238.9                  
11.7479167              43239.5                  
11.7486111              43239                    
11.7493056              43239.5                  
11.75                   43238.8                  
11.7506944              43239.3                  
11.7513889              43239                    
11.7520833              43238.9                  
11.7527778              43239.3                  
11.7534722              43239                    
11.7541667              43239.3                  
11.7548611              43238.9                  
11.7555556              43238.9                  
11.75625                43238.9                  
11.7569444              43239                    
11.7576389              43239.1                  
11.7583333              43239                    
11.7590278              43239.2                  
11.7597222              43239.2                  
11.7604167              43239                    
11.7611111              43238.9                  
11.7618056              43238.9                  
11.7625                 43238.8                  
11.7631944              43238.9                  
11.7638889              43238.6                  
11.7645833              43238.8                  
11.7652778              43239                    
11.7659722              43239                    
11.7666667              43238.7                  
11.7673611              43239                    
11.7680556              43238.8                  
11.76875                43238.8                  
11.7694444              43238.8                  
11.7701389              43238.7                  
11.7708333              43238.6                  
11.7715278              43239                    
11.7722222              43238.8                  
11.7729167              43239                    
11.7736111              43239                    
11.7743056              43238.9                  
11.775                  43238.8                  
11.7756944              43238.8                  
11.7763889              43238.6                  
11.7770833              43238.6                  
11.7777778              43238.9                  
11.7784722              43238.5                  
11.7791667              43238.5                  
11.7798611              43238.3                  
11.7805556              43238.5                  
11.78125                43238.5                  
11.7819444              43238.5                  
11.7826389              43238.4                  
11.7833333              43238.5                  
11.7840278              43238.7                  
11.7847222              43238.6                  
11.7854167              43238.4                  
11.7861111              43238.6                  
11.7868056              43238.7                  
11.7875                 43238.9                  
11.7881944              43238.6                  
11.7888889              43238.6                  
11.7895833              43238.6                  
11.7902778              43238.9                  
11.7909722              43238.9                  
11.7916667              43238.6                  
11.7923611              43239.1                  
11.7930556              43238.8                  
11.79375                43238.7                  
11.7944444              43238.7                  
11.7951389              43238.9                  
11.7958333              43239                    
11.7965278              43238.8                  
11.7972222              43239.1                  
11.7979167              43238.8                  
11.7986111              43238.8                  
11.7993056              43238.6                  
11.8                    43238.7                  
11.8006944              43238.5                  
11.8013889              43238.6                  
11.8020833              43238.8                  
11.8027778              43238.5                  
11.8034722              43238.8                  
11.8041667              43238.5                  
11.8048611              43238.9                  
11.8055556              43238.6                  
11.80625                43238.7                  
11.8069444              43238.5                  
11.8076389              43238.6                  
11.8083333              43238.6                  
11.8090278              43238.8                  
11.8097222              43238.3                  
11.8104167              43238.6                  
11.8111111              43238.3                  
11.8118056              43238.4                  
11.8125                 43238.6                  
11.8131944              43238.7                  
11.8138889              43238.5                  
11.8145833              43238.5                  
11.8152778              43238.5                  
11.8159722              43238.5                  
11.8166667              43238.5                  
11.8173611              43238.3                  
11.8180556              43238.8                  
11.81875                43238.2                  
11.8194444              43238.2                  
11.8201389              43238.3                  
11.8208333              43238.4                  
11.8215278              43238.1                  
11.8222222              43238.1                  
11.8229167              43238.1                  
11.8236111              43238.3                  
11.8243056              43238.1                  
11.825                  43238.2                  
11.8256944              43238                    
11.8263889              43238.1                  
11.8270833              43238.2                  
11.8277778              43238.3                  
11.8284722              43238.4                  
11.8291667              43238.2                  
11.8298611              43238.4                  
11.8305556              43238.4                  
11.83125                43238.4                  
11.8319444              43238.4                  
11.8326389              43238.2                  
11.8333333              43238.2                  
11.8340278              43238.2                  
11.8347222              43238.5                  
11.8354167              43238.2                  
11.8361111              43238.3                  
11.8368056              43238.3                  
11.8375                 43238.4                  
11.8381944              43238.3                  
11.8388889              43238.1                  
11.8395833              43238.4                  
11.8402778              43238.1                  
11.8409722              43238.4                  
11.8416667              43238.1                  
11.8423611              43238.3                  
11.8430556              43238.2                  
11.84375                43238.3                  
11.8444444              43238.5                  
11.8451389              43238.9                  
11.8458333              43238.6                  
11.8465278              43238.6                  
11.8472222              43238.6                  
11.8479167              43238.3                  
11.8486111              43238.5                  
11.8493056              43238.2                  
11.85                   43238.4                  
11.8506944              43237.9                  
11.8513889              43238.2                  
11.8520833              43237.9                  
11.8527778              43238.6                  
11.8534722              43238.1                  
11.8541667              43238.3                  
11.8548611              43238                    
11.8555556              43238.3                  
11.85625                43237.8                  
11.8569444              43238.2                  
11.8576389              43238                    
11.8583333              43238.6                  
11.8590278              43238.1                  
11.8597222              43238.3                  
11.8604167              43238                    
11.8611111              43238                    
11.8618056              43238.2                  
11.8625                 43238.2                  
11.8631944              43238.2                  
11.8638889              43238.2                  
11.8645833              43238.2                  
11.8652778              43238.5                  
11.8659722              43238.1                  
11.8666667              43238.4                  
11.8673611              43238.4                  
11.8680556              43238.2                  
11.86875                43238.3                  
11.8694444              43238                    
11.8701389              43238.2                  
11.8708333              43237.8                  
11.8715278              43237.7                  
11.8722222              43237.7                  
11.8729167              43237.8                  
11.8736111              43238.1                  
11.8743056              43237.6                  
11.875                  43238                    
11.8756944              43237.8                  
11.8763889              43237.9                  
11.8770833              43238                    
11.8777778              43238.1                  
11.8784722              43237.7                  
11.8791667              43238.1                  
11.8798611              43238.3                  
11.8805556              43238.1                  
11.88125                43238.2                  
11.8819444              43237.7                  
11.8826389              43238                    
11.8833333              43237.8                  
11.8840278              43238.2                  
11.8847222              43238.4                  
11.8854167              43238.4                  
11.8861111              43238.2                  
11.8868056              43238                    
11.8875                 43238.3                  
11.8881944              43238                    
11.8888889              43238.1                  
11.8895833              43238.3                  
11.8902778              43238.5                  
11.8909722              43238.3                  
11.8916667              43238.1                  
11.8923611              43238.2                  
11.8930556              43238.2                  
11.89375                43238.7                  
11.8944444              43238.5                  
11.8951389              43238.1                  
11.8958333              43238.3                  
11.8965278              43238.3                  
11.8972222              43238.4                  
11.8979167              43238.3                  
11.8986111              43238.5                  
11.8993056              43238                    
11.9                    43238.1                  
11.9006944              43238.1                  
11.9013889              43238                    
11.9020833              43238                    
11.9027778              43237.8                  
11.9034722              43237.9                  
11.9041667              43237.6                  
11.9048611              43237.5                  
11.9055556              43237.5                  
11.90625                43237.5                  
11.9069444              43237.5                  
11.9076389              43237.4                  
11.9083333              43237.3                  
11.9090278              43237.2                  
11.9097222              43237.2                  
11.9104167              43237.2                  
11.9111111              43237.1                  
11.9118056              43237.1                  
11.9125                 43237                    
11.9131944              43236.9                  
11.9138889              43237                    
11.9145833              43237.1                  
11.9152778              43237.1                  
11.9159722              43237.1                  
11.9166667              43236.9                  
11.9173611              43236.9                  
11.9180556              43237                    
11.91875                43236.9                  
11.9194444              43236.9                  
11.9201389              43236.8                  
11.9208333              43236.9                  
11.9215278              43236.8                  
11.9222222              43237                    
11.9229167              43237                    
11.9236111              43236.9                  
11.9243056              43236.9                  
11.925                  43236.9                  
11.9256944              43237.1                  
11.9263889              43237.2                  
11.9270833              43237.1                  
11.9277778              43237.1                  
11.9284722              43236.9                  
11.9291667              43236.8                  
11.9298611              43236.9                  
11.9305556              43236.8                  
11.93125                43236.8                  
11.9319444              43236.9                  
11.9326389              43236.8                  
11.9333333              43236.8                  
11.9340278              43237                    
11.9347222              43237                    
11.9354167              43237.2                  
11.9361111              43237.3                  
11.9368056              43237.3                  
11.9375                 43237.4                  
11.9381944              43237.4                  
11.9388889              43237.4                  
11.9395833              43237.4                  
11.9402778              43237.3                  
11.9409722              43237.3                  
11.9416667              43237.3                  
11.9423611              43237.3                  
11.9430556              43237.3                  
11.94375                43237.2                  
11.9444444              43237                    
11.9451389              43237                    
11.9458333              43237.1                  
11.9465278              43237.4                  
11.9472222              43237.4                  
11.9479167              43237.4                  
11.9486111              43237.4                  
11.9493056              43237.3                  
11.95                   43237.2                  
11.9506944              43237                    
11.9513889              43236.9                  
11.9520833              43237                    
11.9527778              43237                    
11.9534722              43237                    
11.9541667              43237                    
11.9548611              43236.9                  
11.9555556              43236.8                  
11.95625                43236.8                  
11.9569444              43236.8                  
11.9576389              43237                    
11.9583333              43236.9                  
11.9590278              43236.9                  
11.9597222              43236.9                  
11.9604167              43236.9                  
11.9611111              43236.9                  
11.9618056              43236.8                  
11.9625                 43236.9                  
11.9631944              43236.9                  
11.9638889              43236.9                  
11.9645833              43236.9                  
11.9652778              43236.9                  
11.9659722              43236.8                  
11.9666667              43236.7                  
