1-14 Jan 2024, Surlari, B-z
Time (Days)             B-z (nT)
2.78125                 43239.7                  
2.7819444               43239.7                  
2.7826389               43239.8                  
2.7833333               43239.7                  
2.7840278               43239.7                  
2.7847222               43239.8                  
2.7854167               43240.1                  
2.7861111               43240.1                  
2.7868056               43240.5                  
2.7875                  43240.3                  
2.7881944               43240.8                  
2.7888889               43240.7                  
2.7895833               43240.5                  
2.7902778               43240.2                  
2.7909722               43240                    
2.7916667               43240                    
2.7923611               43240.2                  
2.7930556               43240.3                  
2.79375                 43240.3                  
2.7944444               43240.5                  
2.7951389               43240.6                  
2.7958333               43240.5                  
2.7965278               43240.2                  
2.7972222               43240.3                  
2.7979167               43240.3                  
2.7986111               43240.3                  
2.7993056               43240.5                  
2.8                     43240.3                  
2.8006944               43240.5                  
2.8013889               43240.5                  
2.8020833               43240.4                  
2.8027778               43240.6                  
2.8034722               43240.2                  
2.8041667               43240.5                  
2.8048611               43240.1                  
2.8055556               43240.5                  
2.80625                 43240.4                  
2.8069444               43240.6                  
2.8076389               43241                    
2.8083333               43241.1                  
2.8090278               43241.5                  
2.8097222               43241.1                  
2.8104167               43241.3                  
2.8111111               43241.2                  
2.8118056               43241.5                  
2.8125                  43241.1                  
2.8131944               43241.5                  
2.8138889               43241.1                  
2.8145833               43241                    
2.8152778               43240.8                  
2.8159722               43240.9                  
2.8166667               43240.9                  
2.8173611               43240.7                  
2.8180556               43241                    
2.81875                 43240.6                  
2.8194444               43240.7                  
2.8201389               43240.9                  
2.8208333               43240.9                  
2.8215278               43241.4                  
2.8222222               43241.2                  
2.8229167               43241.5                  
2.8236111               43241.5                  
2.8243056               43241.1                  
2.825                   43241                    
2.8256944               43240.4                  
2.8263889               43240.3                  
2.8270833               43240.7                  
2.8277778               43240                    
2.8284722               43240.3                  
2.8291667               43240                    
2.8298611               43240.2                  
2.8305556               43240                    
2.83125                 43239.9                  
2.8319444               43240.1                  
2.8326389               43240.2                  
2.8333333               43239.8                  
2.8340278               43240.1                  
2.8347222               43239.7                  
2.8354167               43239.9                  
2.8361111               43239.4                  
2.8368056               43239.7                  
2.8375                  43239.5                  
2.8381944               43239.6                  
2.8388889               43239.7                  
2.8395833               43239.8                  
2.8402778               43240                    
2.8409722               43240.2                  
2.8416667               43240                    
2.8423611               43240                    
2.8430556               43240                    
2.84375                 43240.4                  
2.8444444               43240                    
2.8451389               43240.2                  
2.8458333               43239.7                  
2.8465278               43239.5                  
2.8472222               43239.2                  
2.8479167               43239.1                  
2.8486111               43239.2                  
2.8493056               43239.2                  
2.85                    43239.5                  
2.8506944               43239.3                  
2.8513889               43239.6                  
2.8520833               43239.4                  
2.8527778               43239.4                  
2.8534722               43239.3                  
2.8541667               43239.3                  
2.8548611               43239.3                  
2.8555556               43239.6                  
2.85625                 43239.6                  
2.8569444               43239.8                  
2.8576389               43239.5                  
2.8583333               43239.7                  
2.8590278               43239.7                  
2.8597222               43239.6                  
2.8604167               43239.5                  
2.8611111               43239.4                  
2.8618056               43239.3                  
2.8625                  43239.4                  
2.8631944               43239                    
2.8638889               43239.4                  
2.8645833               43239.2                  
2.8652778               43239                    
2.8659722               43238.9                  
2.8666667               43238.5                  
2.8673611               43238.9                  
2.8680556               43238.4                  
2.86875                 43238.6                  
2.8694444               43238.6                  
2.8701389               43238.7                  
2.8708333               43238.8                  
2.8715278               43239.1                  
2.8722222               43238.9                  
2.8729167               43239.1                  
2.8736111               43239.4                  
2.8743056               43239.1                  
2.875                   43239                    
2.8756944               43239.3                  
2.8763889               43239.1                  
2.8770833               43239.1                  
2.8777778               43238.9                  
2.8784722               43239.1                  
2.8791667               43239.3                  
2.8798611               43239.2                  
2.8805556               43239.4                  
2.88125                 43239.1                  
2.8819444               43239.1                  
2.8826389               43239.1                  
2.8833333               43238.9                  
2.8840278               43239.2                  
2.8847222               43239.3                  
2.8854167               43239.1                  
2.8861111               43239                    
2.8868056               43238.8                  
2.8875                  43238.7                  
2.8881944               43238.6                  
2.8888889               43238.8                  
2.8895833               43238.8                  
2.8902778               43238.9                  
2.8909722               43238.8                  
2.8916667               43238.6                  
2.8923611               43238.8                  
2.8930556               43238.8                  
2.89375                 43238.9                  
2.8944444               43239                    
2.8951389               43238.9                  
2.8958333               43238.9                  
2.8965278               43239                    
2.8972222               43238.9                  
2.8979167               43239                    
2.8986111               43238.9                  
2.8993056               43238.7                  
2.9                     43238.5                  
2.9006944               43238.5                  
2.9013889               43238.5                  
2.9020833               43238.5                  
2.9027778               43238.5                  
2.9034722               43238.4                  
2.9041667               43238.6                  
2.9048611               43238.7                  
2.9055556               43239                    
2.90625                 43239                    
2.9069444               43239.1                  
2.9076389               43238.9                  
2.9083333               43238.8                  
2.9090278               43238.5                  
2.9097222               43238.5                  
2.9104167               43238.8                  
2.9111111               43238.7                  
2.9118056               43238.6                  
2.9125                  43238.5                  
2.9131944               43238.5                  
2.9138889               43238.6                  
2.9145833               43238.4                  
2.9152778               43238.5                  
2.9159722               43238.3                  
2.9166667               43238.2                  
2.9173611               43238                    
2.9180556               43238                    
2.91875                 43237.9                  
2.9194444               43237.9                  
2.9201389               43238                    
2.9208333               43238                    
2.9215278               43238                    
2.9222222               43238                    
2.9229167               43238                    
2.9236111               43238                    
2.9243056               43238                    
2.925                   43237.9                  
2.9256944               43237.9                  
2.9263889               43237.8                  
2.9270833               43237.7                  
2.9277778               43237.7                  
2.9284722               43237.6                  
2.9291667               43237.6                  
2.9298611               43237.7                  
2.9305556               43237.7                  
2.93125                 43237.7                  
2.9319444               43237.6                  
2.9326389               43237.5                  
2.9333333               43237.3                  
2.9340278               43237.2                  
2.9347222               43237.2                  
2.9354167               43237.2                  
2.9361111               43237.3                  
2.9368056               43237.3                  
2.9375                  43237.4                  
2.9381944               43237.4                  
2.9388889               43237.5                  
2.9395833               43237.4                  
2.9402778               43237.4                  
2.9409722               43237.3                  
2.9416667               43237.3                  
2.9423611               43237.3                  
2.9430556               43237.3                  
2.94375                 43237.4                  
2.9444444               43237.4                  
2.9451389               43237.4                  
2.9458333               43237.3                  
2.9465278               43237.2                  
2.9472222               43237.2                  
2.9479167               43237.2                  
2.9486111               43237.2                  
2.9493056               43237.2                  
2.95                    43237.2                  
2.9506944               43237.1                  
2.9513889               43237.2                  
2.9520833               43237.2                  
2.9527778               43237.3                  
2.9534722               43237.3                  
2.9541667               43237.4                  
2.9548611               43237.4                  
2.9555556               43237.4                  
2.95625                 43237.4                  
2.9569444               43237.4                  
2.9576389               43237.4                  
2.9583333               43237.3                  
2.9590278               43237.2                  
2.9597222               43237.2                  
2.9604167               43237.2                  
2.9611111               43237.2                  
2.9618056               43237.2                  
2.9625                  43237.2                  
2.9631944               43237.2                  
2.9638889               43237.2                  
2.9645833               43237.2                  
2.9652778               43237.3                  
2.9659722               43237.4                  
2.9666667               43237.3                  
2.9673611               43237.3                  
2.9680556               43237.3                  
2.96875                 43237.2                  
2.9694444               43237.2                  
2.9701389               43237.2                  
2.9708333               43237.2                  
2.9715278               43237.2                  
2.9722222               43237.2                  
2.9729167               43237.2                  
2.9736111               43237.1                  
2.9743056               43237.1                  
2.975                   43237.1                  
2.9756944               43237                    
2.9763889               43237                    
2.9770833               43237.1                  
2.9777778               43237.1                  
2.9784722               43237.2                  
2.9791667               43237.1                  
2.9798611               43237.3                  
2.9805556               43237.3                  
2.98125                 43237.4                  
2.9819444               43237.4                  
2.9826389               43237.4                  
2.9833333               43237.4                  
2.9840278               43237.3                  
2.9847222               43237.3                  
2.9854167               43237.3                  
2.9861111               43237.3                  
2.9868056               43237.2                  
2.9875                  43237.3                  
2.9881944               43237.3                  
2.9888889               43237.3                  
2.9895833               43237.3                  
2.9902778               43237.3                  
2.9909722               43237.3                  
2.9916667               43237.4                  
2.9923611               43237.4                  
2.9930556               43237.5                  
2.99375                 43237.5                  
2.9944444               43237.5                  
2.9951389               43237.5                  
2.9958333               43237.5                  
2.9965278               43237.4                  
2.9972222               43237.3                  
2.9979167               43237.3                  
2.9986111               43237.2                  
2.9993056               43237.2                  
3                       43237.3                  
3.0006944               43237.3                  
3.0013889               43237.3                  
3.0020833               43237.3                  
3.0027778               43237.3                  
3.0034722               43237.4                  
3.0041667               43237.5                  
3.0048611               43237.5                  
3.0055556               43237.5                  
3.00625                 43237.4                  
3.0069444               43237.4                  
3.0076389               43237.4                  
3.0083333               43237.3                  
3.0090278               43237.4                  
3.0097222               43237.4                  
3.0104167               43237.4                  
3.0111111               43237.4                  
3.0118056               43237.5                  
3.0125                  43237.5                  
3.0131944               43237.4                  
3.0138889               43237.5                  
3.0145833               43237.6                  
3.0152778               43237.7                  
3.0159722               43237.7                  
3.0166667               43237.6                  
3.0173611               43237.5                  
3.0180556               43237.4                  
3.01875                 43237.4                  
3.0194444               43237.4                  
3.0201389               43237.3                  
3.0208333               43237.3                  
3.0215278               43237.3                  
3.0222222               43237.3                  
3.0229167               43237.3                  
3.0236111               43237.3                  
3.0243056               43237.3                  
3.025                   43237.3                  
3.0256944               43237.4                  
3.0263889               43237.6                  
3.0270833               43237.6                  
3.0277778               43237.6                  
3.0284722               43237.6                  
3.0291667               43237.5                  
3.0298611               43237.4                  
3.0305556               43237.2                  
3.03125                 43237.2                  
3.0319444               43237.1                  
3.0326389               43237.1                  
3.0333333               43237.1                  
3.0340278               43237                    
3.0347222               43237.1                  
3.0354167               43237.2                  
3.0361111               43237.3                  
3.0368056               43237.4                  
3.0375                  43237.5                  
3.0381944               43237.5                  
3.0388889               43237.6                  
3.0395833               43237.7                  
3.0402778               43237.6                  
3.0409722               43237.5                  
3.0416667               43237.5                  
3.0423611               43237.4                  
3.0430556               43237.4                  
3.04375                 43237.3                  
3.0444444               43237.2                  
3.0451389               43237.2                  
3.0458333               43237.1                  
3.0465278               43237.1                  
3.0472222               43237.1                  
3.0479167               43237.2                  
3.0486111               43237.2                  
3.0493056               43237.2                  
3.05                    43237.1                  
3.0506944               43237                    
3.0513889               43236.9                  
3.0520833               43237                    
3.0527778               43237.1                  
3.0534722               43237.2                  
3.0541667               43237.2                  
3.0548611               43237.2                  
3.0555556               43237.3                  
3.05625                 43237.2                  
3.0569444               43237.2                  
3.0576389               43237.1                  
3.0583333               43237.1                  
3.0590278               43237.1                  
3.0597222               43237.1                  
3.0604167               43237.1                  
3.0611111               43237                    
3.0618056               43237                    
3.0625                  43237                    
3.0631944               43236.9                  
3.0638889               43236.8                  
3.0645833               43236.8                  
3.0652778               43236.7                  
3.0659722               43236.8                  
3.0666667               43237                    
3.0673611               43237.1                  
3.0680556               43237.2                  
3.06875                 43237.2                  
3.0694444               43237.3                  
3.0701389               43237.3                  
3.0708333               43237.3                  
3.0715278               43237.2                  
3.0722222               43237                    
3.0729167               43236.8                  
3.0736111               43236.8                  
3.0743056               43236.6                  
3.075                   43236.4                  
3.0756944               43236.3                  
3.0763889               43236.1                  
3.0770833               43235.8                  
3.0777778               43235.9                  
3.0784722               43235.7                  
3.0791667               43235.9                  
3.0798611               43235.7                  
3.0805556               43235.8                  
3.08125                 43236                    
3.0819444               43235.9                  
3.0826389               43235.9                  
3.0833333               43235.8                  
3.0840278               43235                    
3.0847222               43234.6                  
3.0854167               43234.1                  
3.0861111               43233.9                  
3.0868056               43233                    
3.0875                  43233                    
3.0881944               43233.2                  
3.0888889               43233.3                  
3.0895833               43233.3                  
3.0902778               43233.6                  
3.0909722               43233.8                  
3.0916667               43234                    
3.0923611               43234.2                  
3.0930556               43234.7                  
3.09375                 43235.2                  
3.0944444               43235.6                  
3.0951389               43235.5                  
3.0958333               43235.9                  
3.0965278               43235.8                  
3.0972222               43235.9                  
3.0979167               43235.9                  
3.0986111               43235.8                  
3.0993056               43235.9                  
3.1                     43235.7                  
3.1006944               43235.9                  
3.1013889               43236                    
3.1020833               43236.2                  
3.1027778               43236.3                  
3.1034722               43236.6                  
3.1041667               43236.6                  
3.1048611               43236.4                  
3.1055556               43236.2                  
3.10625                 43236.2                  
3.1069444               43236.2                  
3.1076389               43236.2                  
3.1083333               43236.1                  
3.1090278               43235.8                  
3.1097222               43235.8                  
3.1104167               43235.5                  
3.1111111               43235.5                  
3.1118056               43235.7                  
3.1125                  43235.5                  
3.1131944               43235.6                  
3.1138889               43235.4                  
3.1145833               43235.6                  
3.1152778               43235.5                  
3.1159722               43235.7                  
3.1166667               43235.5                  
3.1173611               43235.4                  
3.1180556               43235.5                  
3.11875                 43235.2                  
3.1194444               43235.2                  
3.1201389               43235                    
3.1208333               43234.8                  
3.1215278               43234.7                  
3.1222222               43234.9                  
3.1229167               43234.9                  
3.1236111               43234.8                  
3.1243056               43234.8                  
3.125                   43234.8                  
3.1256944               43234.6                  
3.1263889               43234.3                  
3.1270833               43234.7                  
3.1277778               43234.5                  
3.1284722               43234.6                  
3.1291667               43234.7                  
3.1298611               43234.7                  
3.1305556               43234.5                  
3.13125                 43234.7                  
3.1319444               43234.7                  
3.1326389               43234.5                  
3.1333333               43234.7                  
3.1340278               43234.6                  
3.1347222               43234.9                  
3.1354167               43234.7                  
3.1361111               43234.7                  
3.1368056               43234.5                  
3.1375                  43234.6                  
3.1381944               43234.6                  
3.1388889               43234.7                  
3.1395833               43234.6                  
3.1402778               43234.7                  
3.1409722               43234.7                  
3.1416667               43235                    
3.1423611               43234.5                  
3.1430556               43234.4                  
3.14375                 43234.2                  
3.1444444               43234.1                  
3.1451389               43234.1                  
3.1458333               43234.4                  
3.1465278               43234.4                  
3.1472222               43234.8                  
3.1479167               43234.5                  
3.1486111               43234.8                  
3.1493056               43234.9                  
3.15                    43234.8                  
3.1506944               43234.6                  
3.1513889               43234.6                  
3.1520833               43234.7                  
3.1527778               43234.8                  
3.1534722               43234.8                  
3.1541667               43234.8                  
3.1548611               43234.3                  
3.1555556               43234.7                  
3.15625                 43234.5                  
3.1569444               43234.8                  
3.1576389               43234.7                  
3.1583333               43235.1                  
3.1590278               43235.5                  
3.1597222               43235.4                  
3.1604167               43235.2                  
3.1611111               43234.5                  
3.1618056               43234.6                  
3.1625                  43234.3                  
3.1631944               43234.3                  
3.1638889               43234                    
3.1645833               43234.2                  
3.1652778               43234.2                  
3.1659722               43234.4                  
3.1666667               43234.3                  
3.1673611               43234.5                  
3.1680556               43234.7                  
3.16875                 43234.7                  
3.1694444               43234.6                  
3.1701389               43234.6                  
3.1708333               43234.6                  
3.1715278               43234.8                  
3.1722222               43234.4                  
3.1729167               43234.5                  
3.1736111               43234.8                  
3.1743056               43234.7                  
3.175                   43234.7                  
3.1756944               43234.7                  
3.1763889               43234.8                  
3.1770833               43234.7                  
3.1777778               43234.8                  
3.1784722               43234.6                  
3.1791667               43234.7                  
3.1798611               43234.5                  
3.1805556               43234.9                  
3.18125                 43234.8                  
3.1819444               43234.9                  
3.1826389               43234.8                  
3.1833333               43235.1                  
3.1840278               43234.6                  
3.1847222               43235                    
3.1854167               43234.6                  
3.1861111               43234.8                  
3.1868056               43234.8                  
3.1875                  43234.7                  
3.1881944               43235                    
3.1888889               43234.9                  
3.1895833               43234.8                  
3.1902778               43235.2                  
3.1909722               43234.9                  
3.1916667               43235.1                  
3.1923611               43234.9                  
3.1930556               43235                    
3.19375                 43235.3                  
3.1944444               43235.2                  
3.1951389               43235                    
3.1958333               43235.3                  
3.1965278               43235                    
3.1972222               43235.4                  
3.1979167               43235.2                  
3.1986111               43235.3                  
3.1993056               43235.4                  
3.2                     43235.4                  
3.2006944               43235.5                  
3.2013889               43235.2                  
3.2020833               43235.1                  
3.2027778               43235.4                  
3.2034722               43235.2                  
3.2041667               43235.7                  
3.2048611               43235.1                  
3.2055556               43235.2                  
3.20625                 43235.2                  
3.2069444               43235.1                  
3.2076389               43234.9                  
3.2083333               43235                    
3.2090278               43235                    
3.2097222               43234.9                  
3.2104167               43235                    
3.2111111               43234.8                  
3.2118056               43235.3                  
3.2125                  43235                    
3.2131944               43235.1                  
3.2138889               43235.1                  
3.2145833               43234.8                  
3.2152778               43235.2                  
3.2159722               43235                    
3.2166667               43234.8                  
3.2173611               43235                    
3.2180556               43234.7                  
3.21875                 43235.2                  
3.2194444               43235                    
3.2201389               43234.6                  
3.2208333               43235                    
3.2215278               43235.1                  
3.2222222               43234.8                  
3.2229167               43234.9                  
3.2236111               43235.1                  
3.2243056               43234.6                  
3.225                   43235                    
3.2256944               43234.8                  
3.2263889               43235                    
3.2270833               43234.5                  
3.2277778               43235.1                  
3.2284722               43234.9                  
3.2291667               43234.9                  
3.2298611               43234.4                  
3.2305556               43234.9                  
3.23125                 43234.5                  
3.2319444               43235.3                  
3.2326389               43234.7                  
3.2333333               43235.3                  
3.2340278               43233.6                  
3.2347222               43232.5                  
3.2354167               43232.3                  
3.2361111               43232.3                  
3.2368056               43232.9                  
3.2375                  43233.2                  
3.2381944               43233.6                  
3.2388889               43233.3                  
3.2395833               43232.9                  
3.2402778               43233.3                  
3.2409722               43232.7                  
3.2416667               43233                    
3.2423611               43232.7                  
3.2430556               43233.4                  
3.24375                 43233.3                  
3.2444444               43233.2                  
3.2451389               43233.4                  
3.2458333               43233.6                  
3.2465278               43233.2                  
3.2472222               43233.6                  
3.2479167               43233.5                  
3.2486111               43233.2                  
3.2493056               43233.5                  
3.25                    43233.1                  
3.2506944               43233.4                  
3.2513889               43233.8                  
3.2520833               43233.8                  
3.2527778               43234                    
3.2534722               43233.7                  
3.2541667               43234.2                  
3.2548611               43233.8                  
3.2555556               43234                    
3.25625                 43234.1                  
3.2569444               43233.6                  
3.2576389               43234.3                  
3.2583333               43233.5                  
3.2590278               43233.7                  
3.2597222               43234.2                  
3.2604167               43234.4                  
3.2611111               43234.3                  
3.2618056               43233.9                  
3.2625                  43233.8                  
3.2631944               43233.9                  
3.2638889               43233.4                  
3.2645833               43233.5                  
3.2652778               43233.4                  
3.2659722               43233.7                  
3.2666667               43233.3                  
3.2673611               43233.5                  
3.2680556               43233.7                  
3.26875                 43233.3                  
3.2694444               43233.6                  
3.2701389               43233.3                  
3.2708333               43233.8                  
3.2715278               43233.5                  
3.2722222               43234.1                  
3.2729167               43234.3                  
3.2736111               43234.4                  
3.2743056               43234.3                  
3.275                   43234.3                  
3.2756944               43234.3                  
3.2763889               43234                    
3.2770833               43234.2                  
3.2777778               43233.9                  
3.2784722               43233.8                  
3.2791667               43233.8                  
3.2798611               43233.9                  
3.2805556               43233.7                  
3.28125                 43233.4                  
3.2819444               43234.1                  
3.2826389               43233.4                  
3.2833333               43233.8                  
3.2840278               43234.1                  
3.2847222               43234.2                  
3.2854167               43234.3                  
3.2861111               43234.2                  
3.2868056               43234.4                  
3.2875                  43234.4                  
3.2881944               43234.4                  
3.2888889               43234.1                  
3.2895833               43234.4                  
3.2902778               43234.5                  
3.2909722               43234.1                  
3.2916667               43234.3                  
3.2923611               43234.4                  
3.2930556               43234.2                  
3.29375                 43234.4                  
3.2944444               43234.1                  
3.2951389               43234.2                  
3.2958333               43233.7                  
3.2965278               43233.7                  
3.2972222               43233.7                  
3.2979167               43234.3                  
3.2986111               43234.6                  
3.2993056               43234.9                  
3.3                     43234.2                  
3.3006944               43234.2                  
3.3013889               43233.9                  
3.3020833               43233.3                  
3.3027778               43233.2                  
3.3034722               43233.4                  
3.3041667               43232.8                  
3.3048611               43233.3                  
3.3055556               43232.7                  
3.30625                 43233.3                  
3.3069444               43233                    
3.3076389               43233                    
3.3083333               43233.2                  
3.3090278               43233.6                  
3.3097222               43233                    
3.3104167               43232.3                  
3.3111111               43232.1                  
3.3118056               43232                    
3.3125                  43232.6                  
3.3131944               43232.8                  
3.3138889               43232.4                  
3.3145833               43232.8                  
3.3152778               43232.5                  
3.3159722               43233.1                  
3.3166667               43232.3                  
3.3173611               43232.5                  
3.3180556               43232.4                  
3.31875                 43232.5                  
3.3194444               43232.4                  
3.3201389               43231.9                  
3.3208333               43232.3                  
3.3215278               43231.9                  
3.3222222               43232.1                  
3.3229167               43232.3                  
3.3236111               43232.1                  
3.3243056               43231.5                  
3.325                   43231                    
3.3256944               43231.7                  
3.3263889               43231.5                  
3.3270833               43231.6                  
3.3277778               43231.4                  
3.3284722               43231.3                  
3.3291667               43230.8                  
3.3298611               43230.9                  
3.3305556               43230.6                  
3.33125                 43230.9                  
3.3319444               43230.6                  
3.3326389               43230.7                  
3.3333333               43231                    
3.3340278               43230.7                  
3.3347222               43231.2                  
3.3354167               43230.7                  
3.3361111               43231.2                  
3.3368056               43231.1                  
3.3375                  43231.5                  
3.3381944               43231.6                  
3.3388889               43231.8                  
3.3395833               43231.2                  
3.3402778               43231.1                  
3.3409722               43230.3                  
3.3416667               43230.3                  
3.3423611               43230.2                  
3.3430556               43230.3                  
3.34375                 43230.2                  
3.3444444               43230.4                  
3.3451389               43230.7                  
3.3458333               43231                    
3.3465278               43230.8                  
3.3472222               43230.9                  
3.3479167               43231                    
3.3486111               43231.5                  
3.3493056               43231.5                  
3.35                    43231.8                  
3.3506944               43231.7                  
3.3513889               43231.7                  
3.3520833               43232.2                  
3.3527778               43232.1                  
3.3534722               43232.2                  
3.3541667               43231.6                  
3.3548611               43231.9                  
3.3555556               43232.2                  
3.35625                 43232.3                  
3.3569444               43232.7                  
3.3576389               43233                    
3.3583333               43232.8                  
3.3590278               43232.3                  
3.3597222               43232.5                  
3.3604167               43232.4                  
3.3611111               43232.7                  
3.3618056               43232.8                  
3.3625                  43232.4                  
3.3631944               43232.6                  
3.3638889               43232.2                  
3.3645833               43232.7                  
3.3652778               43232.8                  
3.3659722               43233.7                  
3.3666667               43233.4                  
3.3673611               43233.2                  
3.3680556               43232.8                  
3.36875                 43233.1                  
3.3694444               43233.2                  
3.3701389               43233.3                  
3.3708333               43233.7                  
3.3715278               43233.4                  
3.3722222               43233.4                  
3.3729167               43233.5                  
3.3736111               43233.1                  
3.3743056               43233.4                  
3.375                   43233.3                  
3.3756944               43233.5                  
3.3763889               43233.9                  
3.3770833               43234.3                  
3.3777778               43233.7                  
3.3784722               43234.4                  
3.3791667               43234.2                  
3.3798611               43233.7                  
3.3805556               43233.5                  
3.38125                 43233.4                  
3.3819444               43233.6                  
3.3826389               43233.4                  
3.3833333               43233.2                  
3.3840278               43233.3                  
3.3847222               43233.6                  
3.3854167               43234                    
3.3861111               43234                    
3.3868056               43234.7                  
3.3875                  43234.3                  
3.3881944               43234.2                  
3.3888889               43234                    
3.3895833               43233.8                  
3.3902778               43233.9                  
3.3909722               43233.6                  
3.3916667               43233.6                  
3.3923611               43233.4                  
3.3930556               43233.5                  
3.39375                 43233.4                  
3.3944444               43233.5                  
3.3951389               43233                    
3.3958333               43232.9                  
3.3965278               43232.7                  
3.3972222               43232.9                  
3.3979167               43232.5                  
3.3986111               43232.5                  
3.3993056               43232.5                  
3.4                     43232.8                  
3.4006944               43233.1                  
3.4013889               43233.4                  
3.4020833               43233.1                  
3.4027778               43233.2                  
3.4034722               43233.5                  
3.4041667               43233.7                  
3.4048611               43233.1                  
3.4055556               43233.3                  
