1-14 Jan 2024, Surlari, B-x
Time (Days)             B-x (nT)
8.3902778               22575.02                 
8.3909722               22574.5                  
8.3916667               22574.73                 
8.3923611               22574.46                 
8.3930556               22574.79                 
8.39375                 22574.53                 
8.3944444               22574.2                  
8.3951389               22573.31                 
8.3958333               22573.41                 
8.3965278               22573.02                 
8.3972222               22573.19                 
8.3979167               22572.73                 
8.3986111               22573.15                 
8.3993056               22573.32                 
8.4                     22573.12                 
8.4006944               22573.22                 
8.4013889               22573.35                 
8.4020833               22573.23                 
8.4027778               22573.12                 
8.4034722               22573.25                 
8.4041667               22573.84                 
8.4048611               22574.07                 
8.4055556               22573.89                 
8.40625                 22573.99                 
8.4069444               22573.83                 
8.4076389               22573.69                 
8.4083333               22573.2                  
8.4090278               22572.27                 
8.4097222               22571.36                 
8.4104167               22571.92                 
8.4111111               22572.45                 
8.4118056               22571.63                 
8.4125                  22571.34                 
8.4131944               22571.17                 
8.4138889               22570.89                 
8.4145833               22571.22                 
8.4152778               22571.25                 
8.4159722               22571.1                  
8.4166667               22571.23                 
8.4173611               22571.37                 
8.4180556               22572.02                 
8.41875                 22572.37                 
8.4194444               22572.48                 
8.4201389               22571.76                 
8.4208333               22572.13                 
8.4215278               22571.55                 
8.4222222               22572.22                 
8.4229167               22572.42                 
8.4236111               22573.2                  
8.4243056               22573.3                  
8.425                   22572.49                 
8.4256944               22572.6                  
8.4263889               22572.1                  
8.4270833               22572.85                 
8.4277778               22572.48                 
8.4284722               22572.71                 
8.4291667               22572.68                 
8.4298611               22572.41                 
8.4305556               22572.01                 
8.43125                 22571.5                  
8.4319444               22570.77                 
8.4326389               22570.81                 
8.4333333               22570.64                 
8.4340278               22571.13                 
8.4347222               22571.65                 
8.4354167               22572.1                  
8.4361111               22572.48                 
8.4368056               22572.26                 
8.4375                  22572.99                 
8.4381944               22572.79                 
8.4388889               22572.64                 
8.4395833               22573.16                 
8.4402778               22573.06                 
8.4409722               22572.9                  
8.4416667               22573.04                 
8.4423611               22572.85                 
8.4430556               22572.63                 
8.44375                 22572.85                 
8.4444444               22572.51                 
8.4451389               22573.16                 
8.4458333               22573.42                 
8.4465278               22573.91                 
8.4472222               22573.21                 
8.4479167               22573.39                 
8.4486111               22573.49                 
8.4493056               22573.54                 
8.45                    22574.03                 
8.4506944               22573.06                 
8.4513889               22573.16                 
8.4520833               22573.48                 
8.4527778               22573.41                 
8.4534722               22573.93                 
8.4541667               22573.53                 
8.4548611               22573.55                 
8.4555556               22574.05                 
8.45625                 22573.6                  
8.4569444               22574.2                  
8.4576389               22574.33                 
8.4583333               22573.93                 
8.4590278               22574.73                 
8.4597222               22574.34                 
8.4604167               22574.81                 
8.4611111               22575.1                  
8.4618056               22575.21                 
8.4625                  22575.35                 
8.4631944               22575.45                 
8.4638889               22575.49                 
8.4645833               22575.99                 
8.4652778               22576.36                 
8.4659722               22575.85                 
8.4666667               22576.43                 
8.4673611               22576.59                 
8.4680556               22576.35                 
8.46875                 22576.85                 
8.4694444               22576.8                  
8.4701389               22576.79                 
8.4708333               22577.01                 
8.4715278               22577.16                 
8.4722222               22577.22                 
8.4729167               22577.01                 
8.4736111               22577.21                 
8.4743056               22576.9                  
8.475                   22577.45                 
8.4756944               22576.87                 
8.4763889               22576.98                 
8.4770833               22576.78                 
8.4777778               22576.74                 
8.4784722               22575.93                 
8.4791667               22576.75                 
8.4798611               22576.69                 
8.4805556               22576.94                 
8.48125                 22577.11                 
8.4819444               22576.4                  
8.4826389               22576.86                 
8.4833333               22576.37                 
8.4840278               22576.72                 
8.4847222               22576.85                 
8.4854167               22576.56                 
8.4861111               22576.33                 
8.4868056               22575.84                 
8.4875                  22576.19                 
8.4881944               22576.13                 
8.4888889               22576.65                 
8.4895833               22576.25                 
8.4902778               22576.44                 
8.4909722               22576.13                 
8.4916667               22576.32                 
8.4923611               22576.09                 
8.4930556               22575.49                 
8.49375                 22575.29                 
8.4944444               22574.8                  
8.4951389               22575.15                 
8.4958333               22575.05                 
8.4965278               22575.15                 
8.4972222               22574.79                 
8.4979167               22574.69                 
8.4986111               22575.2                  
8.4993056               22575.05                 
8.5                     22574.77                 
8.5006944               22574.66                 
8.5013889               22574.81                 
8.5020833               22575.01                 
8.5027778               22575.06                 
8.5034722               22575.48                 
8.5041667               22575.4                  
8.5048611               22575.58                 
8.5055556               22575.47                 
8.50625                 22575.96                 
8.5069444               22576.35                 
8.5076389               22575.64                 
8.5083333               22576.38                 
8.5090278               22576.57                 
8.5097222               22576.79                 
8.5104167               22577.2                  
8.5111111               22577.21                 
8.5118056               22577.65                 
8.5125                  22577.32                 
8.5131944               22577.3                  
8.5138889               22577.02                 
8.5145833               22577.32                 
8.5152778               22577.15                 
8.5159722               22577.22                 
8.5166667               22576.7                  
8.5173611               22577.04                 
8.5180556               22576.64                 
8.51875                 22576.74                 
8.5194444               22577.1                  
8.5201389               22576.75                 
8.5208333               22576.87                 
8.5215278               22576.84                 
8.5222222               22576.81                 
8.5229167               22576.35                 
8.5236111               22576.06                 
8.5243056               22576.69                 
8.525                   22576.23                 
8.5256944               22576.95                 
8.5263889               22576.44                 
8.5270833               22576.59                 
8.5277778               22576.5                  
8.5284722               22576.06                 
8.5291667               22576.15                 
8.5298611               22576.68                 
8.5305556               22576.84                 
8.53125                 22576.94                 
8.5319444               22576.5                  
8.5326389               22577.33                 
8.5333333               22576.64                 
8.5340278               22577.31                 
8.5347222               22577.19                 
8.5354167               22577.31                 
8.5361111               22577.62                 
8.5368056               22577.19                 
8.5375                  22577.51                 
8.5381944               22577.77                 
8.5388889               22578.04                 
8.5395833               22577.55                 
8.5402778               22578.1                  
8.5409722               22578.07                 
8.5416667               22578.75                 
8.5423611               22578.61                 
8.5430556               22578.48                 
8.54375                 22577.91                 
8.5444444               22577.81                 
8.5451389               22577.47                 
8.5458333               22577.8                  
8.5465278               22577.43                 
8.5472222               22577.8                  
8.5479167               22577.49                 
8.5486111               22577.21                 
8.5493056               22577.81                 
8.55                    22577.4                  
8.5506944               22577.73                 
8.5513889               22577.35                 
8.5520833               22577.37                 
8.5527778               22577.67                 
8.5534722               22578.09                 
8.5541667               22577.64                 
8.5548611               22577.31                 
8.5555556               22577.33                 
8.55625                 22577.16                 
8.5569444               22577.33                 
8.5576389               22576.83                 
8.5583333               22575.97                 
8.5590278               22576.72                 
8.5597222               22576.2                  
8.5604167               22576.77                 
8.5611111               22576.22                 
8.5618056               22576.18                 
8.5625                  22575.6                  
8.5631944               22575.18                 
8.5638889               22575.3                  
8.5645833               22575.68                 
8.5652778               22574.85                 
8.5659722               22574.93                 
8.5666667               22574.82                 
8.5673611               22574.94                 
8.5680556               22575.36                 
8.56875                 22575.13                 
8.5694444               22575.4                  
8.5701389               22575.16                 
8.5708333               22575.67                 
8.5715278               22575.79                 
8.5722222               22576.38                 
8.5729167               22575.63                 
8.5736111               22575.92                 
8.5743056               22575.69                 
8.575                   22575.54                 
8.5756944               22574.55                 
8.5763889               22574.71                 
8.5770833               22573.66                 
8.5777778               22573.6                  
8.5784722               22574.05                 
8.5791667               22573.79                 
8.5798611               22573.31                 
8.5805556               22573.71                 
8.58125                 22573.64                 
8.5819444               22573.71                 
8.5826389               22573.51                 
8.5833333               22573.4                  
8.5840278               22573.76                 
8.5847222               22573.54                 
8.5854167               22573.59                 
8.5861111               22573.82                 
8.5868056               22573.46                 
8.5875                  22573.47                 
8.5881944               22573.27                 
8.5888889               22573.61                 
8.5895833               22573.62                 
8.5902778               22574.2                  
8.5909722               22574.09                 
8.5916667               22574.48                 
8.5923611               22574.27                 
8.5930556               22574.56                 
8.59375                 22574.55                 
8.5944444               22575.37                 
8.5951389               22575.67                 
8.5958333               22575.95                 
8.5965278               22575.27                 
8.5972222               22575.47                 
8.5979167               22575.78                 
8.5986111               22575.87                 
8.5993056               22575.99                 
8.6                     22576.36                 
8.6006944               22576.22                 
8.6013889               22576.26                 
8.6020833               22576.08                 
8.6027778               22576.24                 
8.6034722               22576.05                 
8.6041667               22576.8                  
8.6048611               22576.97                 
8.6055556               22576.87                 
8.60625                 22577.44                 
8.6069444               22576.96                 
8.6076389               22577.66                 
8.6083333               22577.66                 
8.6090278               22577.37                 
8.6097222               22577.95                 
8.6104167               22577.92                 
8.6111111               22578.56                 
8.6118056               22578.48                 
8.6125                  22579                    
8.6131944               22579.39                 
8.6138889               22579.21                 
8.6145833               22579.19                 
8.6152778               22579.56                 
8.6159722               22579.64                 
8.6166667               22579.91                 
8.6173611               22580.12                 
8.6180556               22580.39                 
8.61875                 22580.4                  
8.6194444               22580.42                 
8.6201389               22580.56                 
8.6208333               22580.8                  
8.6215278               22581.06                 
8.6222222               22580.99                 
8.6229167               22581.15                 
8.6236111               22581.56                 
8.6243056               22581.86                 
8.625                   22581.4                  
8.6256944               22581.94                 
8.6263889               22581.55                 
8.6270833               22581.86                 
8.6277778               22582.24                 
8.6284722               22581.91                 
8.6291667               22582.23                 
8.6298611               22582.22                 
8.6305556               22582.42                 
8.63125                 22582.51                 
8.6319444               22582.36                 
8.6326389               22582.87                 
8.6333333               22582.58                 
8.6340278               22582.99                 
8.6347222               22582.67                 
8.6354167               22582.87                 
8.6361111               22582.65                 
8.6368056               22582.85                 
8.6375                  22582.85                 
8.6381944               22583.16                 
8.6388889               22582.89                 
8.6395833               22583.24                 
8.6402778               22582.85                 
8.6409722               22583.07                 
8.6416667               22583.15                 
8.6423611               22583.46                 
8.6430556               22583.24                 
8.64375                 22583.54                 
8.6444444               22583.05                 
8.6451389               22583.43                 
8.6458333               22582.94                 
8.6465278               22583.32                 
8.6472222               22583.73                 
8.6479167               22583.99                 
8.6486111               22584                    
8.6493056               22583.82                 
8.65                    22583.88                 
8.6506944               22584.09                 
8.6513889               22583.95                 
8.6520833               22584.71                 
8.6527778               22584.01                 
8.6534722               22584.49                 
8.6541667               22585.04                 
8.6548611               22585.37                 
8.6555556               22585.41                 
8.65625                 22585.34                 
8.6569444               22585.3                  
8.6576389               22585.68                 
8.6583333               22585.68                 
8.6590278               22585.52                 
8.6597222               22585.49                 
8.6604167               22585.66                 
8.6611111               22585.86                 
8.6618056               22585.86                 
8.6625                  22586.05                 
8.6631944               22585.97                 
8.6638889               22586.25                 
8.6645833               22586.37                 
8.6652778               22586.94                 
8.6659722               22586.63                 
8.6666667               22587.06                 
8.6673611               22586.46                 
8.6680556               22587.27                 
8.66875                 22587.03                 
8.6694444               22587.29                 
8.6701389               22586.87                 
8.6708333               22586.94                 
8.6715278               22586.94                 
8.6722222               22586.84                 
8.6729167               22587.29                 
8.6736111               22587.49                 
8.6743056               22587.76                 
8.675                   22587.48                 
8.6756944               22587.97                 
8.6763889               22588.81                 
8.6770833               22588.02                 
8.6777778               22587.4                  
8.6784722               22587.05                 
8.6791667               22588.38                 
8.6798611               22588.53                 
8.6805556               22587.87                 
8.68125                 22587.68                 
8.6819444               22587.72                 
8.6826389               22587.27                 
8.6833333               22587.06                 
8.6840278               22586.19                 
8.6847222               22586.62                 
8.6854167               22586.34                 
8.6861111               22586.71                 
8.6868056               22587.94                 
8.6875                  22588.16                 
8.6881944               22587.77                 
8.6888889               22587.94                 
8.6895833               22587.48                 
8.6902778               22588.35                 
8.6909722               22589.13                 
8.6916667               22588.72                 
8.6923611               22589.3                  
8.6930556               22589.31                 
8.69375                 22589                    
8.6944444               22588.63                 
8.6951389               22588.58                 
8.6958333               22588.34                 
8.6965278               22587.97                 
8.6972222               22588.21                 
8.6979167               22589.29                 
8.6986111               22588.89                 
8.6993056               22589.21                 
8.7                     22588.82                 
8.7006944               22589.38                 
8.7013889               22589.24                 
8.7020833               22589.75                 
8.7027778               22590.14                 
8.7034722               22590.25                 
8.7041667               22590.12                 
8.7048611               22590.3                  
8.7055556               22590.22                 
8.70625                 22589.83                 
8.7069444               22589.43                 
8.7076389               22589.24                 
8.7083333               22589.04                 
8.7090278               22589.4                  
8.7097222               22589.3                  
8.7104167               22589.84                 
8.7111111               22589.34                 
8.7118056               22590.11                 
8.7125                  22589.9                  
8.7131944               22590.62                 
8.7138889               22590.16                 
8.7145833               22591.17                 
8.7152778               22590.6                  
8.7159722               22590.97                 
8.7166667               22590.71                 
8.7173611               22590.4                  
8.7180556               22590.27                 
8.71875                 22589.79                 
8.7194444               22589.9                  
8.7201389               22589.49                 
8.7208333               22589.29                 
8.7215278               22589.39                 
8.7222222               22589.62                 
8.7229167               22589.68                 
8.7236111               22589.39                 
8.7243056               22589.98                 
8.725                   22590.01                 
8.7256944               22590.07                 
8.7263889               22590.73                 
8.7270833               22591.15                 
8.7277778               22591.53                 
8.7284722               22591.61                 
8.7291667               22592.24                 
8.7298611               22592.34                 
8.7305556               22592.45                 
8.73125                 22592.54                 
8.7319444               22592.4                  
8.7326389               22592.5                  
8.7333333               22592.55                 
8.7340278               22592.39                 
8.7347222               22592.29                 
8.7354167               22592.37                 
8.7361111               22592.09                 
8.7368056               22592.35                 
8.7375                  22591.87                 
8.7381944               22592.15                 
8.7388889               22591.61                 
8.7395833               22591.76                 
8.7402778               22591.95                 
8.7409722               22591.66                 
8.7416667               22592.54                 
8.7423611               22592.47                 
8.7430556               22592.57                 
8.74375                 22592.81                 
8.7444444               22592.95                 
8.7451389               22593.25                 
8.7458333               22592.93                 
8.7465278               22593.21                 
8.7472222               22593.2                  
8.7479167               22593.51                 
8.7486111               22593.28                 
8.7493056               22592.3                  
8.75                    22592.51                 
8.7506944               22592.45                 
8.7513889               22593.13                 
8.7520833               22592.99                 
8.7527778               22593.09                 
8.7534722               22593.44                 
8.7541667               22593.97                 
8.7548611               22594.38                 
8.7555556               22593.89                 
8.75625                 22593.51                 
8.7569444               22592.86                 
8.7576389               22593.27                 
8.7583333               22592.45                 
8.7590278               22591.91                 
8.7597222               22591.61                 
8.7604167               22591.88                 
8.7611111               22591.57                 
8.7618056               22591.6                  
8.7625                  22591.3                  
8.7631944               22592.13                 
8.7638889               22592.45                 
8.7645833               22593.02                 
8.7652778               22592.81                 
8.7659722               22593.25                 
8.7666667               22593.29                 
8.7673611               22593.68                 
8.7680556               22593.67                 
8.76875                 22594.21                 
8.7694444               22593.97                 
8.7701389               22593.88                 
8.7708333               22593.28                 
8.7715278               22593.26                 
8.7722222               22592.46                 
8.7729167               22592.24                 
8.7736111               22591.9                  
8.7743056               22592.13                 
8.775                   22591.71                 
8.7756944               22591.71                 
8.7763889               22591.44                 
8.7770833               22591.99                 
8.7777778               22592.15                 
8.7784722               22592.32                 
8.7791667               22592.23                 
8.7798611               22592.52                 
8.7805556               22592.22                 
8.78125                 22592.2                  
8.7819444               22592.1                  
8.7826389               22592.27                 
8.7833333               22592.31                 
8.7840278               22592.27                 
8.7847222               22592.52                 
8.7854167               22592.5                  
8.7861111               22592.49                 
8.7868056               22593.12                 
8.7875                  22593.13                 
8.7881944               22591.17                 
8.7888889               22590.19                 
8.7895833               22589.82                 
8.7902778               22588.96                 
8.7909722               22588.58                 
8.7916667               22588.81                 
8.7923611               22589.3                  
8.7930556               22589.31                 
8.79375                 22589.5                  
8.7944444               22589.85                 
8.7951389               22589.56                 
8.7958333               22589.53                 
8.7965278               22588.93                 
8.7972222               22588.92                 
8.7979167               22589.3                  
8.7986111               22588.79                 
8.7993056               22589.38                 
8.8                     22588.88                 
8.8006944               22589.51                 
8.8013889               22589.68                 
8.8020833               22589.7                  
8.8027778               22590.37                 
8.8034722               22590.22                 
8.8041667               22590.57                 
8.8048611               22590.69                 
8.8055556               22590.5                  
8.80625                 22590.31                 
8.8069444               22590.63                 
8.8076389               22590.63                 
8.8083333               22590.55                 
8.8090278               22590.02                 
8.8097222               22589.84                 
8.8104167               22590.13                 
8.8111111               22590.22                 
8.8118056               22590.09                 
8.8125                  22589.97                 
8.8131944               22590.64                 
8.8138889               22592.4                  
8.8145833               22593.4                  
8.8152778               22593.37                 
8.8159722               22594.24                 
8.8166667               22594.87                 
8.8173611               22595.72                 
8.8180556               22595.8                  
8.81875                 22596.27                 
8.8194444               22596.16                 
8.8201389               22595.65                 
8.8208333               22595.63                 
8.8215278               22594.62                 
8.8222222               22592.71                 
8.8229167               22592.11                 
8.8236111               22591.98                 
8.8243056               22593.4                  
8.825                   22594.32                 
8.8256944               22594.92                 
8.8263889               22595.09                 
8.8270833               22594.78                 
8.8277778               22594.97                 
8.8284722               22595.25                 
8.8291667               22595.48                 
8.8298611               22595.48                 
8.8305556               22594.27                 
8.83125                 22593.65                 
8.8319444               22593.25                 
8.8326389               22592.77                 
8.8333333               22592.59                 
8.8340278               22592.37                 
8.8347222               22592.35                 
8.8354167               22592.28                 
8.8361111               22591.74                 
8.8368056               22591.92                 
8.8375                  22590.94                 
8.8381944               22590.93                 
8.8388889               22591.06                 
8.8395833               22590.53                 
8.8402778               22590.24                 
8.8409722               22589.63                 
8.8416667               22589.34                 
8.8423611               22589.18                 
8.8430556               22589.26                 
8.84375                 22589.08                 
8.8444444               22588.75                 
8.8451389               22587.52                 
8.8458333               22587.22                 
8.8465278               22587.01                 
8.8472222               22586.91                 
8.8479167               22586.53                 
8.8486111               22586.54                 
8.8493056               22586.36                 
8.85                    22586.1                  
8.8506944               22586.11                 
8.8513889               22585.3                  
8.8520833               22586.01                 
8.8527778               22585.61                 
8.8534722               22586.64                 
8.8541667               22585.98                 
8.8548611               22585.53                 
8.8555556               22586.81                 
8.85625                 22587.05                 
8.8569444               22586.72                 
8.8576389               22586.45                 
8.8583333               22586.46                 
8.8590278               22585.07                 
8.8597222               22583.79                 
8.8604167               22584.82                 
8.8611111               22583.99                 
8.8618056               22582.19                 
8.8625                  22582.56                 
8.8631944               22582.73                 
8.8638889               22581.92                 
8.8645833               22581.31                 
8.8652778               22581.59                 
8.8659722               22581.34                 
8.8666667               22580.69                 
8.8673611               22580.87                 
8.8680556               22580.51                 
8.86875                 22580.02                 
8.8694444               22579.81                 
8.8701389               22579.94                 
8.8708333               22579.69                 
8.8715278               22580.04                 
8.8722222               22579.48                 
8.8729167               22580.18                 
8.8736111               22582.14                 
8.8743056               22583.62                 
8.875                   22583.54                 
8.8756944               22585.42                 
8.8763889               22587.42                 
8.8770833               22589.05                 
8.8777778               22589.25                 
8.8784722               22587.79                 
8.8791667               22589.37                 
8.8798611               22590.12                 
8.8805556               22589.39                 
8.88125                 22589.28                 
8.8819444               22589.27                 
8.8826389               22588.82                 
8.8833333               22588.93                 
8.8840278               22588.78                 
8.8847222               22587.75                 
8.8854167               22588.22                 
8.8861111               22587.2                  
8.8868056               22587.19                 
8.8875                  22586.23                 
8.8881944               22585.77                 
8.8888889               22585.05                 
8.8895833               22584.62                 
8.8902778               22584.45                 
8.8909722               22584.13                 
8.8916667               22583.79                 
8.8923611               22583.99                 
8.8930556               22583.77                 
8.89375                 22583.63                 
8.8944444               22583.5                  
8.8951389               22582.49                 
8.8958333               22582.33                 
8.8965278               22581.99                 
8.8972222               22582.44                 
8.8979167               22582.21                 
8.8986111               22582.22                 
8.8993056               22582.19                 
8.9                     22581.92                 
8.9006944               22581.86                 
8.9013889               22581.22                 
8.9020833               22581.36                 
8.9027778               22581.11                 
8.9034722               22580.58                 
8.9041667               22579.71                 
8.9048611               22579.06                 
8.9055556               22578.97                 
8.90625                 22578.8                  
8.9069444               22579.53                 
8.9076389               22579.18                 
8.9083333               22579.5                  
8.9090278               22578.7                  
8.9097222               22578.13                 
8.9104167               22577.9                  
8.9111111               22577.78                 
8.9118056               22578.1                  
8.9125                  22578.22                 
8.9131944               22577.52                 
8.9138889               22578                    
8.9145833               22576.9                  
8.9152778               22578.67                 
8.9159722               22580.3                  
8.9166667               22581.33                 
8.9173611               22582.16                 
8.9180556               22582.9                  
8.91875                 22583.54                 
8.9194444               22584.06                 
8.9201389               22584.55                 
8.9208333               22585.16                 
8.9215278               22585.32                 
8.9222222               22584.99                 
8.9229167               22584.96                 
8.9236111               22585.14                 
8.9243056               22584.95                 
8.925                   22584.74                 
8.9256944               22584.93                 
8.9263889               22584.91                 
8.9270833               22584.9                  
8.9277778               22585.09                 
8.9284722               22585.3                  
8.9291667               22585.29                 
8.9298611               22585.4                  
8.9305556               22585.5                  
8.93125                 22585.32                 
8.9319444               22585.13                 
8.9326389               22585.13                 
8.9333333               22584.85                 
8.9340278               22584.96                 
8.9347222               22584.55                 
8.9354167               22584.24                 
8.9361111               22583.85                 
8.9368056               22583.65                 
8.9375                  22583.15                 
8.9381944               22582.99                 
8.9388889               22583.03                 
8.9395833               22583.38                 
8.9402778               22583.91                 
8.9409722               22584.12                 
8.9416667               22584.2                  
8.9423611               22584.32                 
8.9430556               22584.61                 
8.94375                 22584.52                 
8.9444444               22584.12                 
8.9451389               22583.62                 
8.9458333               22583.04                 
8.9465278               22582.67                 
8.9472222               22582.11                 
8.9479167               22581.73                 
8.9486111               22581.33                 
8.9493056               22580.54                 
8.95                    22579.95                 
8.9506944               22579.28                 
8.9513889               22579.11                 
8.9520833               22579.03                 
8.9527778               22579.25                 
8.9534722               22579.37                 
8.9541667               22579.69                 
8.9548611               22579.9                  
8.9555556               22580.11                 
8.95625                 22580.3                  
8.9569444               22580.49                 
8.9576389               22580.69                 
8.9583333               22580.68                 
8.9590278               22580.78                 
8.9597222               22581.19                 
8.9604167               22581.28                 
8.9611111               22581.58                 
8.9618056               22581.57                 
8.9625                  22581.47                 
8.9631944               22581.17                 
8.9638889               22580.76                 
8.9645833               22580.47                 
8.9652778               22580.08                 
8.9659722               22579.99                 
8.9666667               22580                    
8.9673611               22579.9                  
8.9680556               22579.9                  
8.96875                 22580.01                 
8.9694444               22580.12                 
8.9701389               22580.14                 
8.9708333               22580.15                 
8.9715278               22580.19                 
8.9722222               22580.22                 
8.9729167               22580.44                 
8.9736111               22580.96                 
8.9743056               22581.4                  
8.975                   22581.59                 
8.9756944               22581.69                 
8.9763889               22581.76                 
8.9770833               22581.76                 
8.9777778               22582.18                 
8.9784722               22582.4                  
8.9791667               22582.42                 
8.9798611               22582.33                 
8.9805556               22582.45                 
8.98125                 22582.37                 
8.9819444               22582.49                 
8.9826389               22582.08                 
8.9833333               22581.78                 
8.9840278               22581.71                 
8.9847222               22581.31                 
8.9854167               22581.79                 
8.9861111               22582.11                 
8.9868056               22581.84                 
8.9875                  22581.84                 
8.9881944               22582.29                 
8.9888889               22582.17                 
8.9895833               22582.52                 
8.9902778               22582.7                  
8.9909722               22582.44                 
8.9916667               22582.25                 
8.9923611               22582.12                 
8.9930556               22582.72                 
8.99375                 22583.16                 
8.9944444               22583.96                 
8.9951389               22584.12                 
8.9958333               22584.81                 
8.9965278               22585.35                 
8.9972222               22586.3                  
8.9979167               22586.84                 
8.9986111               22587.54                 
8.9993056               22588.17                 
9                       22588.6                  
9.0006944               22589.4                  
9.0013889               22589.9                  
9.0020833               22590.2                  
9.0027778               22590.8                  
9.0034722               22590.9                  
9.0041667               22591.8                  
9.0048611               22592.3                  
9.0055556               22593.6                  
9.00625                 22593.8                  
9.0069444               22594.1                  
9.0076389               22594.4                  
9.0083333               22594.7                  
9.0090278               22595.3                  
9.0097222               22596                    
9.0104167               22596.1                  
9.0111111               22596.7                  
9.0118056               22596.7                  
9.0125                  22596.9                  
9.0131944               22597.9                  
9.0138889               22597.7                  
9.0145833               22598.5                  
