1-14 Jan 2024, Surlari, B-x
Time (Days)             B-x (nT)
4.3409722               22572.8                  
4.3416667               22573.2                  
4.3423611               22573.2                  
4.3430556               22574.6                  
4.34375                 22574.9                  
4.3444444               22575.6                  
4.3451389               22575.6                  
4.3458333               22575.3                  
4.3465278               22574.3                  
4.3472222               22573.6                  
4.3479167               22572.9                  
4.3486111               22572.2                  
4.3493056               22573.1                  
4.35                    22573.2                  
4.3506944               22572.8                  
4.3513889               22573.3                  
4.3520833               22571.6                  
4.3527778               22572                    
4.3534722               22571.2                  
4.3541667               22571.3                  
4.3548611               22571.3                  
4.3555556               22572.3                  
4.35625                 22572.8                  
4.3569444               22572.5                  
4.3576389               22572                    
4.3583333               22571.2                  
4.3590278               22570.1                  
4.3597222               22569.4                  
4.3604167               22568.6                  
4.3611111               22567.3                  
4.3618056               22566.6                  
4.3625                  22566.5                  
4.3631944               22567.1                  
4.3638889               22568.6                  
4.3645833               22571                    
4.3652778               22573.1                  
4.3659722               22575.2                  
4.3666667               22576.1                  
4.3673611               22576.6                  
4.3680556               22575.6                  
4.36875                 22574.1                  
4.3694444               22573.3                  
4.3701389               22572.2                  
4.3708333               22571.9                  
4.3715278               22571.7                  
4.3722222               22571.1                  
4.3729167               22570.5                  
4.3736111               22570.3                  
4.3743056               22570.3                  
4.375                   22570.2                  
4.3756944               22569.8                  
4.3763889               22569.7                  
4.3770833               22569.7                  
4.3777778               22569.7                  
4.3784722               22570.2                  
4.3791667               22570.2                  
4.3798611               22570.5                  
4.3805556               22570.2                  
4.38125                 22570.4                  
4.3819444               22570.1                  
4.3826389               22570.5                  
4.3833333               22570.9                  
4.3840278               22571.1                  
4.3847222               22571.5                  
4.3854167               22570.6                  
4.3861111               22570.7                  
4.3868056               22571.2                  
4.3875                  22570.9                  
4.3881944               22571.7                  
4.3888889               22570.8                  
4.3895833               22570.7                  
4.3902778               22570.1                  
4.3909722               22570.2                  
4.3916667               22570.2                  
4.3923611               22570.2                  
4.3930556               22570.4                  
4.39375                 22570.6                  
4.3944444               22570.9                  
4.3951389               22571                    
4.3958333               22570.7                  
4.3965278               22570.6                  
4.3972222               22570.5                  
4.3979167               22570.2                  
4.3986111               22570                    
4.3993056               22570.2                  
4.4                     22569.9                  
4.4006944               22569.7                  
4.4013889               22569.9                  
4.4020833               22569.9                  
4.4027778               22569.6                  
4.4034722               22570                    
4.4041667               22570.1                  
4.4048611               22570.2                  
4.4055556               22570.2                  
4.40625                 22569.4                  
4.4069444               22569.4                  
4.4076389               22569.2                  
4.4083333               22569.5                  
4.4090278               22569.5                  
4.4097222               22570                    
4.4104167               22569.9                  
4.4111111               22569.6                  
4.4118056               22569.9                  
4.4125                  22569.9                  
4.4131944               22570                    
4.4138889               22569.9                  
4.4145833               22569.7                  
4.4152778               22569.8                  
4.4159722               22569.9                  
4.4166667               22569.2                  
4.4173611               22570                    
4.4180556               22569.5                  
4.41875                 22569.6                  
4.4194444               22569.1                  
4.4201389               22569.1                  
4.4208333               22569.1                  
4.4215278               22569.4                  
4.4222222               22569.1                  
4.4229167               22569.9                  
4.4236111               22568.9                  
4.4243056               22569.8                  
4.425                   22569.6                  
4.4256944               22569.5                  
4.4263889               22570                    
4.4270833               22570.9                  
4.4277778               22570.3                  
4.4284722               22570.3                  
4.4291667               22570.5                  
4.4298611               22571.3                  
4.4305556               22572.5                  
4.43125                 22573.9                  
4.4319444               22573                    
4.4326389               22573.5                  
4.4333333               22573.3                  
4.4340278               22572.8                  
4.4347222               22573.8                  
4.4354167               22573.7                  
4.4361111               22574.4                  
4.4368056               22574                    
4.4375                  22574                    
4.4381944               22573.7                  
4.4388889               22573.1                  
4.4395833               22572.6                  
4.4402778               22571.4                  
4.4409722               22570.9                  
4.4416667               22570.9                  
4.4423611               22571.2                  
4.4430556               22571.7                  
4.44375                 22572.7                  
4.4444444               22572.5                  
4.4451389               22572.8                  
4.4458333               22573                    
4.4465278               22573.1                  
4.4472222               22572.3                  
4.4479167               22572.3                  
4.4486111               22572.3                  
4.4493056               22571.8                  
4.45                    22571.6                  
4.4506944               22571.5                  
4.4513889               22571.6                  
4.4520833               22571.9                  
4.4527778               22572.5                  
4.4534722               22572.9                  
4.4541667               22572.4                  
4.4548611               22572.1                  
4.4555556               22571.4                  
4.45625                 22570.9                  
4.4569444               22572                    
4.4576389               22571.9                  
4.4583333               22571.6                  
4.4590278               22571.9                  
4.4597222               22571.2                  
4.4604167               22571.6                  
4.4611111               22572.4                  
4.4618056               22572.9                  
4.4625                  22572.5                  
4.4631944               22572.5                  
4.4638889               22572.7                  
4.4645833               22572                    
4.4652778               22572.6                  
4.4659722               22572.8                  
4.4666667               22572.2                  
4.4673611               22572.5                  
4.4680556               22572.3                  
4.46875                 22572.4                  
4.4694444               22573                    
4.4701389               22572.8                  
4.4708333               22572.8                  
4.4715278               22572.7                  
4.4722222               22572.5                  
4.4729167               22572.4                  
4.4736111               22571.7                  
4.4743056               22572.3                  
4.475                   22571.3                  
4.4756944               22572                    
4.4763889               22571.4                  
4.4770833               22571.5                  
4.4777778               22571.2                  
4.4784722               22570.9                  
4.4791667               22571.3                  
4.4798611               22571.2                  
4.4805556               22571.1                  
4.48125                 22572                    
4.4819444               22571.4                  
4.4826389               22571.4                  
4.4833333               22571.5                  
4.4840278               22571.4                  
4.4847222               22571.6                  
4.4854167               22572.6                  
4.4861111               22571.5                  
4.4868056               22573.4                  
4.4875                  22572.6                  
4.4881944               22572.9                  
4.4888889               22572.8                  
4.4895833               22572.5                  
4.4902778               22572.4                  
4.4909722               22571.3                  
4.4916667               22572                    
4.4923611               22571.3                  
4.4930556               22572                    
4.49375                 22573.3                  
4.4944444               22572.4                  
4.4951389               22572.3                  
4.4958333               22572.6                  
4.4965278               22572.1                  
4.4972222               22572                    
4.4979167               22572.3                  
4.4986111               22573                    
4.4993056               22572.9                  
4.5                     22573.7                  
4.5006944               22572.9                  
4.5013889               22573.4                  
4.5020833               22572.2                  
4.5027778               22573.2                  
4.5034722               22572                    
4.5041667               22572.3                  
4.5048611               22571.9                  
4.5055556               22572.1                  
4.50625                 22572.1                  
4.5069444               22572                    
4.5076389               22571.8                  
4.5083333               22571.6                  
4.5090278               22572.7                  
4.5097222               22572.8                  
4.5104167               22572.4                  
4.5111111               22572.4                  
4.5118056               22572.6                  
4.5125                  22573                    
4.5131944               22572.3                  
4.5138889               22572.7                  
4.5145833               22572.1                  
4.5152778               22572.1                  
4.5159722               22574.1                  
4.5166667               22574.7                  
4.5173611               22574.6                  
4.5180556               22575.1                  
4.51875                 22575.2                  
4.5194444               22575.1                  
4.5201389               22576                    
4.5208333               22576.3                  
4.5215278               22576.6                  
4.5222222               22576.6                  
4.5229167               22575.9                  
4.5236111               22576.8                  
4.5243056               22576.1                  
4.525                   22576.9                  
4.5256944               22576.7                  
4.5263889               22576.9                  
4.5270833               22577.3                  
4.5277778               22577                    
4.5284722               22576.6                  
4.5291667               22575.9                  
4.5298611               22575.5                  
4.5305556               22575.8                  
4.53125                 22576                    
4.5319444               22575.9                  
4.5326389               22576.2                  
4.5333333               22575.5                  
4.5340278               22575.7                  
4.5347222               22576.1                  
4.5354167               22576.1                  
4.5361111               22576.2                  
4.5368056               22576.3                  
4.5375                  22576.2                  
4.5381944               22575.5                  
4.5388889               22575.6                  
4.5395833               22575.6                  
4.5402778               22576                    
4.5409722               22576.5                  
4.5416667               22576                    
4.5423611               22576.2                  
4.5430556               22576.8                  
4.54375                 22576.5                  
4.5444444               22576.1                  
4.5451389               22575.7                  
4.5458333               22575.5                  
4.5465278               22575.1                  
4.5472222               22575.2                  
4.5479167               22574.9                  
4.5486111               22575.5                  
4.5493056               22575.9                  
4.55                    22575.3                  
4.5506944               22575.8                  
4.5513889               22575.9                  
4.5520833               22575.6                  
4.5527778               22576.1                  
4.5534722               22576.3                  
4.5541667               22576.5                  
4.5548611               22576.7                  
4.5555556               22576.7                  
4.55625                 22577.1                  
4.5569444               22576.9                  
4.5576389               22577.1                  
4.5583333               22577.4                  
4.5590278               22577.5                  
4.5597222               22577.6                  
4.5604167               22577.8                  
4.5611111               22577.4                  
4.5618056               22577.8                  
4.5625                  22577.4                  
4.5631944               22577.7                  
4.5638889               22577.8                  
4.5645833               22577.5                  
4.5652778               22578.1                  
4.5659722               22577.4                  
4.5666667               22577.5                  
4.5673611               22577.2                  
4.5680556               22577                    
4.56875                 22577.6                  
4.5694444               22577                    
4.5701389               22577                    
4.5708333               22576.7                  
4.5715278               22576.8                  
4.5722222               22576.5                  
4.5729167               22575.9                  
4.5736111               22576.2                  
4.5743056               22576.3                  
4.575                   22576.2                  
4.5756944               22576.2                  
4.5763889               22576.4                  
4.5770833               22576.5                  
4.5777778               22576.7                  
4.5784722               22576.8                  
4.5791667               22576.4                  
4.5798611               22576.7                  
4.5805556               22576.5                  
4.58125                 22576.7                  
4.5819444               22576.5                  
4.5826389               22577.2                  
4.5833333               22577.2                  
4.5840278               22577.5                  
4.5847222               22577.6                  
4.5854167               22577.2                  
4.5861111               22577.3                  
4.5868056               22577.7                  
4.5875                  22577.7                  
4.5881944               22577.5                  
4.5888889               22577.8                  
4.5895833               22577.3                  
4.5902778               22577.7                  
4.5909722               22578.3                  
4.5916667               22577.9                  
4.5923611               22577.9                  
4.5930556               22578                    
4.59375                 22577.6                  
4.5944444               22577.9                  
4.5951389               22577.7                  
4.5958333               22577.9                  
4.5965278               22578.2                  
4.5972222               22578.4                  
4.5979167               22577.6                  
4.5986111               22577.7                  
4.5993056               22577.7                  
4.6                     22577.5                  
4.6006944               22577.9                  
4.6013889               22577.2                  
4.6020833               22577.7                  
4.6027778               22577.5                  
4.6034722               22577.3                  
4.6041667               22577.6                  
4.6048611               22577.6                  
4.6055556               22577.5                  
4.60625                 22577.3                  
4.6069444               22576.6                  
4.6076389               22576.7                  
4.6083333               22576.6                  
4.6090278               22577.1                  
4.6097222               22576.8                  
4.6104167               22576.7                  
4.6111111               22576.7                  
4.6118056               22576.8                  
4.6125                  22577.3                  
4.6131944               22576.7                  
4.6138889               22577.1                  
4.6145833               22577.1                  
4.6152778               22577.5                  
4.6159722               22577.3                  
4.6166667               22577.3                  
4.6173611               22576.9                  
4.6180556               22576.9                  
4.61875                 22576.8                  
4.6194444               22577                    
4.6201389               22577.3                  
4.6208333               22577.4                  
4.6215278               22577.9                  
4.6222222               22577.8                  
4.6229167               22577.7                  
4.6236111               22577.1                  
4.6243056               22577.1                  
4.625                   22577.1                  
4.6256944               22577.6                  
4.6263889               22577.3                  
4.6270833               22577.5                  
4.6277778               22577.6                  
4.6284722               22577.8                  
4.6291667               22577.7                  
4.6298611               22578.2                  
4.6305556               22577.8                  
4.63125                 22578.1                  
4.6319444               22577.6                  
4.6326389               22577.5                  
4.6333333               22577.4                  
4.6340278               22576.9                  
4.6347222               22577.1                  
4.6354167               22576.8                  
4.6361111               22576.4                  
4.6368056               22576                    
4.6375                  22576.1                  
4.6381944               22576                    
4.6388889               22575.5                  
4.6395833               22575.1                  
4.6402778               22575                    
4.6409722               22574.7                  
4.6416667               22574.2                  
4.6423611               22574.2                  
4.6430556               22573.6                  
4.64375                 22572.9                  
4.6444444               22573.9                  
4.6451389               22573.2                  
4.6458333               22573.3                  
4.6465278               22573                    
4.6472222               22573                    
4.6479167               22573.1                  
4.6486111               22573.1                  
4.6493056               22573.5                  
4.65                    22573.3                  
4.6506944               22573.7                  
4.6513889               22573.5                  
4.6520833               22573.7                  
4.6527778               22573.7                  
4.6534722               22574                    
4.6541667               22573.8                  
4.6548611               22573.5                  
4.6555556               22573.4                  
4.65625                 22573.2                  
4.6569444               22573                    
4.6576389               22572.3                  
4.6583333               22573.2                  
4.6590278               22573.2                  
4.6597222               22573.2                  
4.6604167               22573.7                  
4.6611111               22574                    
4.6618056               22573.7                  
4.6625                  22574.4                  
4.6631944               22573.5                  
4.6638889               22574.2                  
4.6645833               22573.2                  
4.6652778               22573.3                  
4.6659722               22573.7                  
4.6666667               22573.7                  
4.6673611               22573.3                  
4.6680556               22573.7                  
4.66875                 22573.4                  
4.6694444               22573.8                  
4.6701389               22574.1                  
4.6708333               22574                    
4.6715278               22573                    
4.6722222               22573                    
4.6729167               22572.6                  
4.6736111               22572.1                  
4.6743056               22572.1                  
4.675                   22572.2                  
4.6756944               22572.4                  
4.6763889               22572.5                  
4.6770833               22572.4                  
4.6777778               22572.7                  
4.6784722               22573                    
4.6791667               22573                    
4.6798611               22573.4                  
4.6805556               22573                    
4.68125                 22573.8                  
4.6819444               22573.6                  
4.6826389               22573.9                  
4.6833333               22573.1                  
4.6840278               22573.3                  
4.6847222               22573.1                  
4.6854167               22573.6                  
4.6861111               22573.5                  
4.6868056               22573.8                  
4.6875                  22573.6                  
4.6881944               22573.9                  
4.6888889               22573.5                  
4.6895833               22573.7                  
4.6902778               22573.4                  
4.6909722               22573.9                  
4.6916667               22574.2                  
4.6923611               22573.9                  
4.6930556               22574.2                  
4.69375                 22574.2                  
4.6944444               22574.7                  
4.6951389               22574.4                  
4.6958333               22575.2                  
4.6965278               22575                    
4.6972222               22576                    
4.6979167               22575.7                  
4.6986111               22576.3                  
4.6993056               22577.1                  
4.7                     22576.9                  
4.7006944               22577.4                  
4.7013889               22577.2                  
4.7020833               22577.2                  
4.7027778               22576.9                  
4.7034722               22576.5                  
4.7041667               22575.9                  
4.7048611               22576.2                  
4.7055556               22575.8                  
4.70625                 22575.6                  
4.7069444               22575.1                  
4.7076389               22575.2                  
4.7083333               22574.6                  
4.7090278               22575                    
4.7097222               22574.4                  
4.7104167               22574.3                  
4.7111111               22574.8                  
4.7118056               22574.4                  
4.7125                  22574.6                  
4.7131944               22574                    
4.7138889               22574.4                  
4.7145833               22574.5                  
4.7152778               22574.5                  
4.7159722               22574.9                  
4.7166667               22574.7                  
4.7173611               22574.7                  
4.7180556               22575.3                  
4.71875                 22575.8                  
4.7194444               22575.8                  
4.7201389               22576.3                  
4.7208333               22576.2                  
4.7215278               22576.5                  
4.7222222               22576.4                  
4.7229167               22576.6                  
4.7236111               22576.4                  
4.7243056               22576.2                  
4.725                   22576.6                  
4.7256944               22576.7                  
4.7263889               22577                    
4.7270833               22577.1                  
4.7277778               22577.1                  
4.7284722               22577.8                  
4.7291667               22576.9                  
4.7298611               22577.7                  
4.7305556               22577.8                  
4.73125                 22578.7                  
4.7319444               22578.5                  
4.7326389               22578.4                  
4.7333333               22577.9                  
4.7340278               22577.1                  
4.7347222               22577.4                  
4.7354167               22576.6                  
4.7361111               22577.3                  
4.7368056               22576.8                  
4.7375                  22577.1                  
4.7381944               22576.7                  
4.7388889               22576.9                  
4.7395833               22577.5                  
4.7402778               22577.7                  
4.7409722               22577.8                  
4.7416667               22577.9                  
4.7423611               22578                    
4.7430556               22577.6                  
4.74375                 22577.7                  
4.7444444               22577.4                  
4.7451389               22577.7                  
4.7458333               22577.2                  
4.7465278               22577                    
4.7472222               22576.7                  
4.7479167               22576.9                  
4.7486111               22576.2                  
4.7493056               22576.3                  
4.75                    22576.3                  
4.7506944               22576                    
4.7513889               22575.9                  
4.7520833               22576.1                  
4.7527778               22575.5                  
4.7534722               22575.9                  
4.7541667               22575.9                  
4.7548611               22575.2                  
4.7555556               22575.5                  
4.75625                 22575.4                  
4.7569444               22575.1                  
4.7576389               22575.4                  
4.7583333               22575.1                  
4.7590278               22575.3                  
4.7597222               22575.2                  
4.7604167               22574.7                  
4.7611111               22574.6                  
4.7618056               22574.5                  
4.7625                  22574.6                  
4.7631944               22574.2                  
4.7638889               22574.3                  
4.7645833               22574.1                  
4.7652778               22574.1                  
4.7659722               22573.7                  
4.7666667               22574.1                  
4.7673611               22574.4                  
4.7680556               22574                    
4.76875                 22573.9                  
4.7694444               22573.8                  
4.7701389               22573.5                  
4.7708333               22573.4                  
4.7715278               22573.1                  
4.7722222               22573.3                  
4.7729167               22573                    
4.7736111               22573.4                  
4.7743056               22573.1                  
4.775                   22573.3                  
4.7756944               22573                    
4.7763889               22573.1                  
4.7770833               22573.1                  
4.7777778               22572.9                  
4.7784722               22573.1                  
4.7791667               22572.7                  
4.7798611               22573.1                  
4.7805556               22572.6                  
4.78125                 22572.9                  
4.7819444               22573.1                  
4.7826389               22572.6                  
4.7833333               22572.7                  
4.7840278               22572.6                  
4.7847222               22572.4                  
4.7854167               22572.5                  
4.7861111               22572.2                  
4.7868056               22572.9                  
4.7875                  22572.4                  
4.7881944               22572.3                  
4.7888889               22572.2                  
4.7895833               22572.3                  
4.7902778               22572.3                  
4.7909722               22572.6                  
4.7916667               22572.4                  
4.7923611               22572.9                  
4.7930556               22573.1                  
4.79375                 22573                    
4.7944444               22573.5                  
4.7951389               22573.9                  
4.7958333               22573.5                  
4.7965278               22574.1                  
4.7972222               22573.8                  
4.7979167               22574.1                  
4.7986111               22574                    
4.7993056               22574                    
4.8                     22573.9                  
4.8006944               22573.4                  
4.8013889               22573.6                  
4.8020833               22573                    
4.8027778               22573.2                  
4.8034722               22573.1                  
4.8041667               22572.7                  
4.8048611               22572.6                  
4.8055556               22572.1                  
4.80625                 22572                    
4.8069444               22571.9                  
4.8076389               22572.1                  
4.8083333               22572                    
4.8090278               22571.9                  
4.8097222               22572.1                  
4.8104167               22572.4                  
4.8111111               22572.1                  
4.8118056               22573.4                  
4.8125                  22572.4                  
4.8131944               22573                    
4.8138889               22572.5                  
4.8145833               22572.2                  
4.8152778               22571.8                  
4.8159722               22571.7                  
4.8166667               22571.7                  
4.8173611               22572.2                  
4.8180556               22572.1                  
4.81875                 22571.6                  
4.8194444               22572.6                  
4.8201389               22572.5                  
4.8208333               22572.7                  
4.8215278               22572.6                  
4.8222222               22572.9                  
4.8229167               22572.5                  
4.8236111               22572.8                  
4.8243056               22572.6                  
4.825                   22572.5                  
4.8256944               22572.5                  
4.8263889               22573.3                  
4.8270833               22573.4                  
4.8277778               22573.5                  
4.8284722               22573.7                  
4.8291667               22574.2                  
4.8298611               22574.5                  
4.8305556               22574.6                  
4.83125                 22574.4                  
4.8319444               22574.2                  
4.8326389               22574                    
4.8333333               22574                    
4.8340278               22573.4                  
4.8347222               22573.3                  
4.8354167               22573                    
4.8361111               22572.9                  
4.8368056               22572.6                  
4.8375                  22572.4                  
4.8381944               22572.4                  
4.8388889               22572                    
4.8395833               22571.5                  
4.8402778               22571.4                  
4.8409722               22571.2                  
4.8416667               22571.1                  
4.8423611               22570.7                  
4.8430556               22571.1                  
4.84375                 22570.6                  
4.8444444               22569.9                  
4.8451389               22569.8                  
4.8458333               22569                    
4.8465278               22569.2                  
4.8472222               22568.5                  
4.8479167               22568.4                  
4.8486111               22567.6                  
4.8493056               22568.4                  
4.85                    22567.8                  
4.8506944               22567.8                  
4.8513889               22567.9                  
4.8520833               22567.5                  
4.8527778               22567.8                  
4.8534722               22567.8                  
4.8541667               22567.5                  
4.8548611               22567.5                  
4.8555556               22566.9                  
4.85625                 22566.7                  
4.8569444               22566.8                  
4.8576389               22567                    
4.8583333               22566.3                  
4.8590278               22567.3                  
4.8597222               22566.4                  
4.8604167               22566.8                  
4.8611111               22566.5                  
4.8618056               22567.3                  
4.8625                  22567.1                  
4.8631944               22567.7                  
4.8638889               22567.3                  
4.8645833               22567.9                  
4.8652778               22568.4                  
4.8659722               22569.2                  
4.8666667               22569.6                  
4.8673611               22569.4                  
4.8680556               22568.8                  
4.86875                 22568.2                  
4.8694444               22568.6                  
4.8701389               22568.7                  
4.8708333               22569.4                  
4.8715278               22569.2                  
4.8722222               22568.8                  
4.8729167               22568.5                  
4.8736111               22568.9                  
4.8743056               22569.4                  
4.875                   22568.9                  
4.8756944               22568.9                  
4.8763889               22568.4                  
4.8770833               22569.3                  
4.8777778               22569.5                  
4.8784722               22569.5                  
4.8791667               22569.1                  
4.8798611               22569.2                  
4.8805556               22569.3                  
4.88125                 22569.2                  
4.8819444               22569.5                  
4.8826389               22569.1                  
4.8833333               22569.4                  
4.8840278               22569.2                  
4.8847222               22569.7                  
4.8854167               22569.4                  
4.8861111               22569.4                  
4.8868056               22570.5                  
4.8875                  22570.9                  
4.8881944               22572.3                  
4.8888889               22572.7                  
4.8895833               22572.7                  
4.8902778               22572.9                  
4.8909722               22573.3                  
4.8916667               22572.9                  
4.8923611               22573.8                  
4.8930556               22574.3                  
4.89375                 22574.9                  
4.8944444               22575.7                  
4.8951389               22576.4                  
4.8958333               22577.6                  
4.8965278               22578.5                  
4.8972222               22579                    
4.8979167               22579.7                  
4.8986111               22579.9                  
4.8993056               22580.8                  
4.9                     22581                    
4.9006944               22580.3                  
4.9013889               22580.1                  
4.9020833               22579.5                  
4.9027778               22578.8                  
4.9034722               22578.1                  
4.9041667               22577.1                  
4.9048611               22577                    
4.9055556               22576.3                  
4.90625                 22575.7                  
4.9069444               22574.6                  
4.9076389               22574.8                  
4.9083333               22574.2                  
4.9090278               22573.9                  
4.9097222               22573.5                  
4.9104167               22572.8                  
4.9111111               22572.7                  
4.9118056               22572.2                  
4.9125                  22572.1                  
4.9131944               22571.7                  
4.9138889               22571.3                  
4.9145833               22570.8                  
4.9152778               22570.5                  
4.9159722               22570                    
4.9166667               22569.7                  
4.9173611               22569.6                  
4.9180556               22569.4                  
4.91875                 22569.1                  
4.9194444               22569.1                  
4.9201389               22568.7                  
4.9208333               22568.5                  
4.9215278               22568.3                  
4.9222222               22568.2                  
4.9229167               22567.9                  
4.9236111               22567.4                  
4.9243056               22566.9                  
4.925                   22566.6                  
4.9256944               22566.3                  
4.9263889               22566                    
4.9270833               22565.6                  
4.9277778               22565.5                  
4.9284722               22565.3                  
4.9291667               22565                    
4.9298611               22564.8                  
4.9305556               22564.8                  
4.93125                 22564.8                  
4.9319444               22564.7                  
4.9326389               22564.5                  
4.9333333               22564.4                  
4.9340278               22564.4                  
4.9347222               22564.3                  
4.9354167               22564.3                  
4.9361111               22564.4                  
4.9368056               22564.8                  
4.9375                  22565                    
4.9381944               22565                    
4.9388889               22565                    
4.9395833               22565                    
4.9402778               22565.2                  
4.9409722               22565.3                  
4.9416667               22565.7                  
4.9423611               22566                    
4.9430556               22566.1                  
4.94375                 22566.4                  
4.9444444               22566.5                  
4.9451389               22566.2                  
4.9458333               22565.8                  
4.9465278               22565.6                  
4.9472222               22565.6                  
4.9479167               22566                    
4.9486111               22566.3                  
4.9493056               22566.2                  
4.95                    22566.4                  
4.9506944               22566.7                  
4.9513889               22567                    
4.9520833               22566.8                  
4.9527778               22566.9                  
4.9534722               22567                    
4.9541667               22567.2                  
4.9548611               22567.1                  
4.9555556               22567.2                  
4.95625                 22567.4                  
4.9569444               22567.8                  
4.9576389               22568.5                  
4.9583333               22569.7                  
4.9590278               22570.4                  
4.9597222               22571.1                  
4.9604167               22571.1                  
4.9611111               22571.2                  
4.9618056               22571.1                  
4.9625                  22570.7                  
4.9631944               22571                    
4.9638889               22571.1                  
4.9645833               22571.4                  
4.9652778               22572.1                  
