1-14 Jan 2024, Surlari, B-y
Time (Days)             B-y (nT)
9.0375                  2448.6                   
9.0381944               2449.2                   
9.0388889               2449.7                   
9.0395833               2450.2                   
9.0402778               2450.8                   
9.0409722               2451                     
9.0416667               2451.2                   
9.0423611               2451.2                   
9.0430556               2450.9                   
9.04375                 2451.1                   
9.0444444               2451.9                   
9.0451389               2452.5                   
9.0458333               2453.4                   
9.0465278               2454                     
9.0472222               2454.8                   
9.0479167               2455.1                   
9.0486111               2455.4                   
9.0493056               2455.6                   
9.05                    2455.8                   
9.0506944               2455.7                   
9.0513889               2455.4                   
9.0520833               2455                     
9.0527778               2454.7                   
9.0534722               2454.4                   
9.0541667               2454.2                   
9.0548611               2453.9                   
9.0555556               2453.4                   
9.05625                 2453                     
9.0569444               2452.7                   
9.0576389               2452.5                   
9.0583333               2452.4                   
9.0590278               2452.3                   
9.0597222               2452.2                   
9.0604167               2452                     
9.0611111               2452                     
9.0618056               2452.3                   
9.0625                  2452.4                   
9.0631944               2452.4                   
9.0638889               2452.3                   
9.0645833               2452                     
9.0652778               2451.9                   
9.0659722               2451.9                   
9.0666667               2452.3                   
9.0673611               2452.2                   
9.0680556               2451.9                   
9.06875                 2451.9                   
9.0694444               2451.6                   
9.0701389               2451.4                   
9.0708333               2451.3                   
9.0715278               2451.1                   
9.0722222               2451                     
9.0729167               2450.8                   
9.0736111               2450.5                   
9.0743056               2450.3                   
9.075                   2450.3                   
9.0756944               2450.2                   
9.0763889               2449.9                   
9.0770833               2449.7                   
9.0777778               2449.6                   
9.0784722               2449.4                   
9.0791667               2449                     
9.0798611               2448.6                   
9.0805556               2448.4                   
9.08125                 2448                     
9.0819444               2447.8                   
9.0826389               2447.8                   
9.0833333               2447.5                   
9.0840278               2447.2                   
9.0847222               2447.1                   
9.0854167               2447.2                   
9.0861111               2447                     
9.0868056               2446.8                   
9.0875                  2447                     
9.0881944               2447.2                   
9.0888889               2447.6                   
9.0895833               2448                     
9.0902778               2448.5                   
9.0909722               2449                     
9.0916667               2449.4                   
9.0923611               2449.7                   
9.0930556               2450                     
9.09375                 2450.2                   
9.0944444               2450.4                   
9.0951389               2450.3                   
9.0958333               2450.1                   
9.0965278               2450.1                   
9.0972222               2450.1                   
9.0979167               2450.2                   
9.0986111               2450.3                   
9.0993056               2450.4                   
9.1                     2450.8                   
9.1006944               2451.4                   
9.1013889               2451.5                   
9.1020833               2451.9                   
9.1027778               2452.1                   
9.1034722               2452.2                   
9.1041667               2452.1                   
9.1048611               2452.1                   
9.1055556               2452.3                   
9.10625                 2452.4                   
9.1069444               2452.4                   
9.1076389               2452.4                   
9.1083333               2452.2                   
9.1090278               2452.1                   
9.1097222               2452.1                   
9.1104167               2452.3                   
9.1111111               2452.3                   
9.1118056               2452.2                   
9.1125                  2451.6                   
9.1131944               2451.4                   
9.1138889               2450.8                   
9.1145833               2450.3                   
9.1152778               2449.9                   
9.1159722               2449.6                   
9.1166667               2449.3                   
9.1173611               2448.8                   
9.1180556               2448.5                   
9.11875                 2448.1                   
9.1194444               2447.8                   
9.1201389               2447.7                   
9.1208333               2447.5                   
9.1215278               2447.4                   
9.1222222               2447.4                   
9.1229167               2447.4                   
9.1236111               2447.3                   
9.1243056               2447.5                   
9.125                   2447                     
9.1256944               2446.9                   
9.1263889               2446.8                   
9.1270833               2446.7                   
9.1277778               2446.3                   
9.1284722               2446.4                   
9.1291667               2446.1                   
9.1298611               2446                     
9.1305556               2445.9                   
9.13125                 2445.4                   
9.1319444               2445.4                   
9.1326389               2445.5                   
9.1333333               2445.5                   
9.1340278               2446.1                   
9.1347222               2445.9                   
9.1354167               2446.6                   
9.1361111               2446.7                   
9.1368056               2446.8                   
9.1375                  2446.6                   
9.1381944               2446.7                   
9.1388889               2446.3                   
9.1395833               2446                     
9.1402778               2445.9                   
9.1409722               2445.8                   
9.1416667               2445.3                   
9.1423611               2445                     
9.1430556               2445                     
9.14375                 2444.8                   
9.1444444               2444.7                   
9.1451389               2444.8                   
9.1458333               2444.8                   
9.1465278               2445.5                   
9.1472222               2445.4                   
9.1479167               2445.7                   
9.1486111               2445.6                   
9.1493056               2445.8                   
9.15                    2445.7                   
9.1506944               2445.8                   
9.1513889               2446.2                   
9.1520833               2446.3                   
9.1527778               2446.6                   
9.1534722               2446.7                   
9.1541667               2446.9                   
9.1548611               2446.8                   
9.1555556               2447.3                   
9.15625                 2447.4                   
9.1569444               2447.6                   
9.1576389               2447.4                   
9.1583333               2447                     
9.1590278               2447.1                   
9.1597222               2447.3                   
9.1604167               2447.6                   
9.1611111               2447.8                   
9.1618056               2447.7                   
9.1625                  2447.5                   
9.1631944               2447.7                   
9.1638889               2447.5                   
9.1645833               2448.6                   
9.1652778               2448.9                   
9.1659722               2449.8                   
9.1666667               2449.7                   
9.1673611               2449.7                   
9.1680556               2449.9                   
9.16875                 2449.6                   
9.1694444               2449.7                   
9.1701389               2449.5                   
9.1708333               2449.8                   
9.1715278               2449.7                   
9.1722222               2449.6                   
9.1729167               2449.6                   
9.1736111               2449.6                   
9.1743056               2449.9                   
9.175                   2450.3                   
9.1756944               2450.1                   
9.1763889               2450.4                   
9.1770833               2450.4                   
9.1777778               2450.3                   
9.1784722               2450.3                   
9.1791667               2450.2                   
9.1798611               2450.5                   
9.1805556               2450.7                   
9.18125                 2450.7                   
9.1819444               2450.8                   
9.1826389               2450.4                   
9.1833333               2450.4                   
9.1840278               2450.2                   
9.1847222               2450.6                   
9.1854167               2450.2                   
9.1861111               2450.4                   
9.1868056               2450.5                   
9.1875                  2450.4                   
9.1881944               2450.8                   
9.1888889               2450.8                   
9.1895833               2450.8                   
9.1902778               2450.9                   
9.1909722               2451.2                   
9.1916667               2451.4                   
9.1923611               2451.2                   
9.1930556               2451.3                   
9.19375                 2451.2                   
9.1944444               2451.4                   
9.1951389               2451.1                   
9.1958333               2451.4                   
9.1965278               2450.9                   
9.1972222               2451                     
9.1979167               2451.2                   
9.1986111               2451.5                   
9.1993056               2451.3                   
9.2                     2451.3                   
9.2006944               2451.4                   
9.2013889               2451.4                   
9.2020833               2451.3                   
9.2027778               2451.5                   
9.2034722               2451.6                   
9.2041667               2451.2                   
9.2048611               2450.9                   
9.2055556               2450.9                   
9.20625                 2450.5                   
9.2069444               2450.6                   
9.2076389               2450.6                   
9.2083333               2450.6                   
9.2090278               2451.2                   
9.2097222               2451.3                   
9.2104167               2451.9                   
9.2111111               2451.9                   
9.2118056               2452                     
9.2125                  2451.4                   
9.2131944               2451.4                   
9.2138889               2451                     
9.2145833               2450.8                   
9.2152778               2451.1                   
9.2159722               2451.3                   
9.2166667               2451.8                   
9.2173611               2451.5                   
9.2180556               2451.9                   
9.21875                 2451.8                   
9.2194444               2451.8                   
9.2201389               2451.8                   
9.2208333               2452.2                   
9.2215278               2452.2                   
9.2222222               2452.6                   
9.2229167               2453.5                   
9.2236111               2452.8                   
9.2243056               2453.7                   
9.225                   2453.8                   
9.2256944               2453.8                   
9.2263889               2453.8                   
9.2270833               2453.6                   
9.2277778               2453.8                   
9.2284722               2453.5                   
9.2291667               2453.8                   
9.2298611               2453.5                   
9.2305556               2453.8                   
9.23125                 2453.8                   
9.2319444               2453.9                   
9.2326389               2453.9                   
9.2333333               2454.1                   
9.2340278               2454.2                   
9.2347222               2453.7                   
9.2354167               2453.6                   
9.2361111               2453.2                   
9.2368056               2453.8                   
9.2375                  2454.9                   
9.2381944               2455                     
9.2388889               2455.2                   
9.2395833               2455.2                   
9.2402778               2455.1                   
9.2409722               2454.8                   
9.2416667               2454.2                   
9.2423611               2453.8                   
9.2430556               2454.2                   
9.24375                 2454.5                   
9.2444444               2454.9                   
9.2451389               2455.2                   
9.2458333               2455.2                   
9.2465278               2455.7                   
9.2472222               2455.9                   
9.2479167               2455.5                   
9.2486111               2455.9                   
9.2493056               2456.1                   
9.25                    2455.7                   
9.2506944               2455.7                   
9.2513889               2456.3                   
9.2520833               2456.2                   
9.2527778               2456.6                   
9.2534722               2456.6                   
9.2541667               2457.1                   
9.2548611               2457.1                   
9.2555556               2457.5                   
9.25625                 2457.5                   
9.2569444               2457.4                   
9.2576389               2457.5                   
9.2583333               2457.8                   
9.2590278               2458.1                   
9.2597222               2458.1                   
9.2604167               2458.1                   
9.2611111               2457.9                   
9.2618056               2458.7                   
9.2625                  2458.8                   
9.2631944               2459.3                   
9.2638889               2459.5                   
9.2645833               2460.2                   
9.2652778               2460.1                   
9.2659722               2460                     
9.2666667               2460.2                   
9.2673611               2460.3                   
9.2680556               2460.9                   
9.26875                 2460.7                   
9.2694444               2460.9                   
9.2701389               2460.7                   
9.2708333               2461.7                   
9.2715278               2461.9                   
9.2722222               2462.6                   
9.2729167               2462.3                   
9.2736111               2462.8                   
9.2743056               2463.1                   
9.275                   2463.3                   
9.2756944               2463.3                   
9.2763889               2463.5                   
9.2770833               2463.3                   
9.2777778               2464                     
9.2784722               2463.8                   
9.2791667               2464                     
9.2798611               2464.4                   
9.2805556               2464.1                   
9.28125                 2464.3                   
9.2819444               2465.1                   
9.2826389               2465.6                   
9.2833333               2465.6                   
9.2840278               2465.5                   
9.2847222               2465.7                   
9.2854167               2465.3                   
9.2861111               2465.3                   
9.2868056               2465.5                   
9.2875                  2466                     
9.2881944               2465.7                   
9.2888889               2465.6                   
9.2895833               2466.1                   
9.2902778               2466.1                   
9.2909722               2466.2                   
9.2916667               2466.2                   
9.2923611               2466.4                   
9.2930556               2466                     
9.29375                 2466.3                   
9.2944444               2466.1                   
9.2951389               2465.9                   
9.2958333               2466                     
9.2965278               2465.5                   
9.2972222               2465.4                   
9.2979167               2465.2                   
9.2986111               2464.9                   
9.2993056               2465.3                   
9.3                     2465.2                   
9.3006944               2465.2                   
9.3013889               2465.7                   
9.3020833               2465                     
9.3027778               2465.1                   
9.3034722               2465.3                   
9.3041667               2465.3                   
9.3048611               2464.7                   
9.3055556               2464.7                   
9.30625                 2464.8                   
9.3069444               2465                     
9.3076389               2465                     
9.3083333               2464.5                   
9.3090278               2464.4                   
9.3097222               2463.9                   
9.3104167               2464.4                   
9.3111111               2463.8                   
9.3118056               2463.7                   
9.3125                  2463.2                   
9.3131944               2462.3                   
9.3138889               2462.7                   
9.3145833               2462.4                   
9.3152778               2462.4                   
9.3159722               2462.7                   
9.3166667               2462.5                   
9.3173611               2461.8                   
9.3180556               2461.3                   
9.31875                 2461.8                   
9.3194444               2462.3                   
9.3201389               2462.3                   
9.3208333               2463.3                   
9.3215278               2462.2                   
9.3222222               2462.6                   
9.3229167               2462.9                   
9.3236111               2462                     
9.3243056               2463.2                   
9.325                   2462.5                   
9.3256944               2461.9                   
9.3263889               2462                     
9.3270833               2462                     
9.3277778               2461.6                   
9.3284722               2461.2                   
9.3291667               2462.1                   
9.3298611               2461.4                   
9.3305556               2460.9                   
9.33125                 2460.2                   
9.3319444               2460.2                   
9.3326389               2459.2                   
9.3333333               2458.7                   
9.3340278               2458.9                   
9.3347222               2458.8                   
9.3354167               2459.4                   
9.3361111               2459.1                   
9.3368056               2458.5                   
9.3375                  2457.8                   
9.3381944               2458.1                   
9.3388889               2457.6                   
9.3395833               2457.3                   
9.3402778               2457.1                   
9.3409722               2457                     
9.3416667               2457.1                   
9.3423611               2457.5                   
9.3430556               2457.1                   
9.34375                 2457.3                   
9.3444444               2456.9                   
9.3451389               2457.1                   
9.3458333               2457                     
9.3465278               2457.1                   
9.3472222               2456.9                   
9.3479167               2456.3                   
9.3486111               2456.5                   
9.3493056               2456.4                   
9.35                    2456.3                   
9.3506944               2456.4                   
9.3513889               2456.3                   
9.3520833               2456.1                   
9.3527778               2456.1                   
9.3534722               2456.1                   
9.3541667               2456.6                   
9.3548611               2455.9                   
9.3555556               2455.9                   
9.35625                 2455.6                   
9.3569444               2455.3                   
9.3576389               2455.6                   
9.3583333               2455.5                   
9.3590278               2455.1                   
9.3597222               2455.8                   
9.3604167               2455.6                   
9.3611111               2455.5                   
9.3618056               2455.2                   
9.3625                  2454.8                   
9.3631944               2454.6                   
9.3638889               2455.3                   
9.3645833               2456                     
9.3652778               2455.9                   
9.3659722               2455                     
9.3666667               2455                     
9.3673611               2456                     
9.3680556               2456.1                   
9.36875                 2456.3                   
9.3694444               2456.4                   
9.3701389               2456.7                   
9.3708333               2456.7                   
9.3715278               2456.6                   
9.3722222               2456.8                   
9.3729167               2456.8                   
9.3736111               2456.9                   
9.3743056               2457.2                   
9.375                   2456.9                   
9.3756944               2457.1                   
9.3763889               2456.7                   
9.3770833               2456.9                   
9.3777778               2456.5                   
9.3784722               2456.3                   
9.3791667               2455.8                   
9.3798611               2455.7                   
9.3805556               2455.3                   
9.38125                 2455.4                   
9.3819444               2455.2                   
9.3826389               2454.7                   
9.3833333               2454.9                   
9.3840278               2455.1                   
9.3847222               2455                     
9.3854167               2454.8                   
9.3861111               2455                     
9.3868056               2455.2                   
9.3875                  2455.1                   
9.3881944               2455.1                   
9.3888889               2454.8                   
9.3895833               2455                     
9.3902778               2455.3                   
9.3909722               2454.6                   
9.3916667               2454.5                   
9.3923611               2454.8                   
9.3930556               2455.3                   
9.39375                 2454.7                   
9.3944444               2454.6                   
9.3951389               2453.8                   
9.3958333               2453.9                   
9.3965278               2453.9                   
9.3972222               2453.9                   
9.3979167               2453.5                   
9.3986111               2453.4                   
9.3993056               2453.5                   
9.4                     2453.6                   
9.4006944               2453.6                   
9.4013889               2453.1                   
9.4020833               2453.1                   
9.4027778               2452.8                   
9.4034722               2452.5                   
9.4041667               2452.2                   
9.4048611               2452                     
9.4055556               2452                     
9.40625                 2451.7                   
9.4069444               2450.5                   
9.4076389               2450.5                   
9.4083333               2449.9                   
9.4090278               2449.8                   
9.4097222               2449.9                   
9.4104167               2450                     
9.4111111               2449.8                   
9.4118056               2449.6                   
9.4125                  2449.6                   
9.4131944               2450                     
9.4138889               2449.6                   
9.4145833               2449.7                   
9.4152778               2449.6                   
9.4159722               2449.4                   
9.4166667               2449.2                   
9.4173611               2449.3                   
9.4180556               2449.1                   
9.41875                 2448.7                   
9.4194444               2448.3                   
9.4201389               2448.4                   
9.4208333               2448.4                   
9.4215278               2447.9                   
9.4222222               2448.4                   
9.4229167               2447.8                   
9.4236111               2448                     
9.4243056               2447.5                   
9.425                   2447.9                   
9.4256944               2447.6                   
9.4263889               2447.7                   
9.4270833               2447.8                   
9.4277778               2447.8                   
9.4284722               2447.4                   
9.4291667               2447.2                   
9.4298611               2446.5                   
9.4305556               2446                     
9.43125                 2446                     
9.4319444               2445.2                   
9.4326389               2444.9                   
9.4333333               2444.6                   
9.4340278               2444.5                   
9.4347222               2444.4                   
9.4354167               2444.1                   
9.4361111               2444.2                   
9.4368056               2443.8                   
9.4375                  2443.7                   
9.4381944               2443.4                   
9.4388889               2442.8                   
9.4395833               2442.9                   
9.4402778               2442.7                   
9.4409722               2442.4                   
9.4416667               2442.5                   
9.4423611               2441.8                   
9.4430556               2441.7                   
9.44375                 2441.3                   
9.4444444               2441.2                   
9.4451389               2441.1                   
9.4458333               2440.8                   
9.4465278               2441.1                   
9.4472222               2440.8                   
9.4479167               2440.7                   
9.4486111               2440.3                   
9.4493056               2440.5                   
9.45                    2440.1                   
9.4506944               2440.1                   
9.4513889               2440.1                   
9.4520833               2439.9                   
9.4527778               2439.7                   
9.4534722               2439.4                   
9.4541667               2439.2                   
9.4548611               2439                     
9.4555556               2438.5                   
9.45625                 2438.6                   
9.4569444               2438.5                   
9.4576389               2438.5                   
9.4583333               2438.3                   
9.4590278               2438.1                   
9.4597222               2438.1                   
9.4604167               2438                     
9.4611111               2437.8                   
9.4618056               2437.2                   
9.4625                  2437.7                   
9.4631944               2436.7                   
9.4638889               2437                     
9.4645833               2436.6                   
9.4652778               2436.9                   
9.4659722               2436.4                   
9.4666667               2436.5                   
9.4673611               2436.1                   
9.4680556               2435.9                   
9.46875                 2435.6                   
9.4694444               2434.9                   
9.4701389               2434.5                   
9.4708333               2434.3                   
9.4715278               2434.2                   
9.4722222               2433.3                   
9.4729167               2433.3                   
9.4736111               2433.1                   
9.4743056               2433.2                   
9.475                   2433.4                   
9.4756944               2433.1                   
9.4763889               2433                     
9.4770833               2432.7                   
9.4777778               2433                     
9.4784722               2432.8                   
9.4791667               2433                     
9.4798611               2433.5                   
9.4805556               2433.6                   
9.48125                 2433.7                   
9.4819444               2433.6                   
9.4826389               2433.7                   
9.4833333               2433.6                   
9.4840278               2433.4                   
9.4847222               2433.9                   
9.4854167               2433.5                   
9.4861111               2433.9                   
9.4868056               2433.7                   
9.4875                  2434                     
9.4881944               2434                     
9.4888889               2433.8                   
9.4895833               2434.1                   
9.4902778               2433.5                   
9.4909722               2434                     
9.4916667               2433.8                   
9.4923611               2433.8                   
9.4930556               2433.6                   
9.49375                 2433.7                   
9.4944444               2433.6                   
9.4951389               2434                     
9.4958333               2433.7                   
9.4965278               2433.7                   
9.4972222               2433.7                   
9.4979167               2434                     
9.4986111               2433.9                   
9.4993056               2434.1                   
9.5                     2433.9                   
9.5006944               2433.9                   
9.5013889               2433.9                   
9.5020833               2434.1                   
9.5027778               2434                     
9.5034722               2434                     
9.5041667               2434.1                   
9.5048611               2434                     
9.5055556               2433.9                   
9.50625                 2433.8                   
9.5069444               2433.3                   
9.5076389               2433.5                   
9.5083333               2433.5                   
9.5090278               2433.9                   
9.5097222               2433.3                   
9.5104167               2433.1                   
9.5111111               2432.9                   
9.5118056               2432.6                   
9.5125                  2432.9                   
9.5131944               2433.1                   
9.5138889               2433.7                   
9.5145833               2434.3                   
9.5152778               2435.1                   
9.5159722               2435.7                   
9.5166667               2436.3                   
9.5173611               2436.6                   
9.5180556               2437.1                   
9.51875                 2437.3                   
9.5194444               2437.6                   
9.5201389               2437.6                   
9.5208333               2437.5                   
9.5215278               2437.7                   
9.5222222               2436.8                   
9.5229167               2436.4                   
9.5236111               2436.3                   
9.5243056               2436.3                   
9.525                   2435.9                   
9.5256944               2435.5                   
9.5263889               2435.6                   
9.5270833               2436                     
9.5277778               2436.3                   
9.5284722               2436.6                   
9.5291667               2437.2                   
9.5298611               2437.7                   
9.5305556               2437.9                   
9.53125                 2438.1                   
9.5319444               2437.9                   
9.5326389               2438.7                   
9.5333333               2438.3                   
9.5340278               2438.3                   
9.5347222               2438.4                   
9.5354167               2439.2                   
9.5361111               2439.1                   
9.5368056               2439.2                   
9.5375                  2438.5                   
9.5381944               2438.7                   
9.5388889               2438.9                   
9.5395833               2439.1                   
9.5402778               2439.3                   
9.5409722               2439.4                   
9.5416667               2439.3                   
9.5423611               2438.9                   
9.5430556               2440                     
9.54375                 2440.5                   
9.5444444               2440.5                   
9.5451389               2441                     
9.5458333               2440.9                   
9.5465278               2441.2                   
9.5472222               2441.2                   
9.5479167               2441.8                   
9.5486111               2441.9                   
9.5493056               2441.3                   
9.55                    2441.4                   
9.5506944               2441.1                   
9.5513889               2441.4                   
9.5520833               2441.2                   
9.5527778               2441.2                   
9.5534722               2441.5                   
9.5541667               2441.7                   
9.5548611               2442.2                   
9.5555556               2442.3                   
9.55625                 2442.1                   
9.5569444               2442                     
9.5576389               2441.8                   
9.5583333               2441.3                   
9.5590278               2441                     
9.5597222               2441.1                   
9.5604167               2441.4                   
9.5611111               2441.3                   
9.5618056               2441.2                   
9.5625                  2441.7                   
9.5631944               2441.4                   
9.5638889               2441.7                   
9.5645833               2441.8                   
9.5652778               2442.2                   
9.5659722               2442.6                   
9.5666667               2442.6                   
9.5673611               2442.4                   
9.5680556               2442.7                   
9.56875                 2442.8                   
9.5694444               2442.9                   
9.5701389               2443.3                   
9.5708333               2443.1                   
9.5715278               2443.2                   
9.5722222               2443.5                   
9.5729167               2443.6                   
9.5736111               2443.5                   
9.5743056               2443.9                   
9.575                   2443.7                   
9.5756944               2443.2                   
9.5763889               2443.8                   
9.5770833               2443.5                   
9.5777778               2443.8                   
9.5784722               2443.5                   
9.5791667               2444                     
9.5798611               2443.9                   
9.5805556               2444.4                   
9.58125                 2444.3                   
9.5819444               2444.6                   
9.5826389               2444.7                   
9.5833333               2445                     
9.5840278               2444.5                   
9.5847222               2444.9                   
9.5854167               2445.1                   
9.5861111               2445                     
9.5868056               2445.3                   
9.5875                  2445.5                   
9.5881944               2445.3                   
9.5888889               2444.8                   
9.5895833               2445.3                   
9.5902778               2445.3                   
9.5909722               2445.2                   
9.5916667               2445                     
9.5923611               2444.4                   
9.5930556               2443.9                   
9.59375                 2444.3                   
9.5944444               2443.6                   
9.5951389               2443.8                   
9.5958333               2443.2                   
9.5965278               2443.2                   
9.5972222               2442.7                   
9.5979167               2442.7                   
9.5986111               2442.7                   
9.5993056               2442.4                   
9.6                     2442.5                   
9.6006944               2442.3                   
9.6013889               2442.3                   
9.6020833               2442.5                   
9.6027778               2442.5                   
9.6034722               2442.5                   
9.6041667               2442.8                   
9.6048611               2443.1                   
9.6055556               2442.8                   
9.60625                 2442.8                   
9.6069444               2443                     
9.6076389               2443.1                   
9.6083333               2443.3                   
9.6090278               2443.2                   
9.6097222               2443.4                   
9.6104167               2443.4                   
9.6111111               2443.2                   
9.6118056               2443.5                   
9.6125                  2443.5                   
9.6131944               2443.4                   
9.6138889               2443.8                   
9.6145833               2443.4                   
9.6152778               2443.9                   
9.6159722               2444                     
9.6166667               2444                     
9.6173611               2443.8                   
9.6180556               2444.4                   
9.61875                 2444.4                   
9.6194444               2444.6                   
9.6201389               2444.4                   
9.6208333               2444.5                   
9.6215278               2444.8                   
9.6222222               2444.6                   
9.6229167               2445                     
9.6236111               2444.9                   
9.6243056               2445.2                   
9.625                   2445                     
9.6256944               2444.7                   
9.6263889               2444.7                   
9.6270833               2445.2                   
9.6277778               2444.7                   
9.6284722               2444.9                   
9.6291667               2445                     
9.6298611               2444.9                   
9.6305556               2445.8                   
9.63125                 2445.2                   
9.6319444               2445.7                   
9.6326389               2445.5                   
9.6333333               2445.2                   
9.6340278               2445.4                   
9.6347222               2445.2                   
9.6354167               2445.5                   
9.6361111               2445.9                   
9.6368056               2445.9                   
9.6375                  2445.7                   
9.6381944               2445.6                   
9.6388889               2446                     
9.6395833               2446                     
9.6402778               2446                     
9.6409722               2445.8                   
9.6416667               2445.8                   
9.6423611               2445.6                   
9.6430556               2445.8                   
9.64375                 2446                     
9.6444444               2446.2                   
9.6451389               2446.1                   
9.6458333               2445.9                   
9.6465278               2445.8                   
9.6472222               2445.3                   
9.6479167               2445.1                   
9.6486111               2444.8                   
9.6493056               2444.4                   
9.65                    2444                     
9.6506944               2444.3                   
9.6513889               2443.9                   
9.6520833               2443.7                   
9.6527778               2443.4                   
9.6534722               2442.8                   
9.6541667               2442.8                   
9.6548611               2442.7                   
9.6555556               2441.4                   
9.65625                 2441.1                   
9.6569444               2440.2                   
9.6576389               2440.1                   
9.6583333               2439.7                   
9.6590278               2439.6                   
9.6597222               2440.2                   
9.6604167               2440.3                   
9.6611111               2440.3                   
9.6618056               2440.7                   
