1-14 Jan 2024, Surlari, B-y
Time (Days)             B-y (nT)
3.5576389               2438.57                  
3.5583333               2438.37                  
3.5590278               2438.78                  
3.5597222               2439.15                  
3.5604167               2439.3                   
3.5611111               2439.37                  
3.5618056               2439.72                  
3.5625                  2439.94                  
3.5631944               2439.84                  
3.5638889               2440.16                  
3.5645833               2439.97                  
3.5652778               2440.58                  
3.5659722               2440.84                  
3.5666667               2440.73                  
3.5673611               2440.69                  
3.5680556               2440.45                  
3.56875                 2440.67                  
3.5694444               2440.17                  
3.5701389               2440.26                  
3.5708333               2439.97                  
3.5715278               2440.17                  
3.5722222               2440.01                  
3.5729167               2440.04                  
3.5736111               2439.98                  
3.5743056               2440.57                  
3.575                   2440.24                  
3.5756944               2441.5                   
3.5763889               2440.97                  
3.5770833               2441.78                  
3.5777778               2441.84                  
3.5784722               2441.92                  
3.5791667               2441.97                  
3.5798611               2441.9                   
3.5805556               2441.75                  
3.58125                 2441.46                  
3.5819444               2441.72                  
3.5826389               2441.76                  
3.5833333               2441.61                  
3.5840278               2442.13                  
3.5847222               2442.12                  
3.5854167               2441.88                  
3.5861111               2442.32                  
3.5868056               2442.71                  
3.5875                  2443.19                  
3.5881944               2443.35                  
3.5888889               2443.33                  
3.5895833               2443.66                  
3.5902778               2443.89                  
3.5909722               2444.11                  
3.5916667               2444.29                  
3.5923611               2444.28                  
3.5930556               2444.26                  
3.59375                 2444.29                  
3.5944444               2444.16                  
3.5951389               2444.51                  
3.5958333               2444.37                  
3.5965278               2444.37                  
3.5972222               2443.63                  
3.5979167               2443.4                   
3.5986111               2443.76                  
3.5993056               2443.37                  
3.6                     2443.26                  
3.6006944               2443.37                  
3.6013889               2443.71                  
3.6020833               2443.56                  
3.6027778               2443.59                  
3.6034722               2443.64                  
3.6041667               2444.01                  
3.6048611               2444.39                  
3.6055556               2444.69                  
3.60625                 2444.74                  
3.6069444               2445.02                  
3.6076389               2445.18                  
3.6083333               2445.43                  
3.6090278               2445.5                   
3.6097222               2444.66                  
3.6104167               2445.36                  
3.6111111               2445.37                  
3.6118056               2444.93                  
3.6125                  2445.31                  
3.6131944               2444.73                  
3.6138889               2444.92                  
3.6145833               2445.38                  
3.6152778               2445.62                  
3.6159722               2445.47                  
3.6166667               2445.52                  
3.6173611               2445.86                  
3.6180556               2445.45                  
3.61875                 2445.93                  
3.6194444               2445.5                   
3.6201389               2446.29                  
3.6208333               2445.53                  
3.6215278               2445.51                  
3.6222222               2445.33                  
3.6229167               2446.21                  
3.6236111               2445.14                  
3.6243056               2445.91                  
3.625                   2445.53                  
3.6256944               2445.52                  
3.6263889               2445.81                  
3.6270833               2445.77                  
3.6277778               2446.14                  
3.6284722               2445.54                  
3.6291667               2446.17                  
3.6298611               2446.13                  
3.6305556               2446.19                  
3.63125                 2446.02                  
3.6319444               2445.63                  
3.6326389               2445.74                  
3.6333333               2446.31                  
3.6340278               2447.02                  
3.6347222               2447.96                  
3.6354167               2449.4                   
3.6361111               2449.76                  
3.6368056               2449.83                  
3.6375                  2450.67                  
3.6381944               2450.69                  
3.6388889               2450.45                  
3.6395833               2450.69                  
3.6402778               2450.31                  
3.6409722               2450.46                  
3.6416667               2449.98                  
3.6423611               2449.53                  
3.6430556               2449.43                  
3.64375                 2449.33                  
3.6444444               2449.07                  
3.6451389               2448.41                  
3.6458333               2448.65                  
3.6465278               2448.15                  
3.6472222               2447.95                  
3.6479167               2447.55                  
3.6486111               2447.21                  
3.6493056               2447.05                  
3.65                    2446.65                  
3.6506944               2446.52                  
3.6513889               2445.81                  
3.6520833               2445.74                  
3.6527778               2445.67                  
3.6534722               2445.4                   
3.6541667               2444.92                  
3.6548611               2444.7                   
3.6555556               2444.88                  
3.65625                 2445.13                  
3.6569444               2444.74                  
3.6576389               2444.69                  
3.6583333               2445.29                  
3.6590278               2444.44                  
3.6597222               2444.32                  
3.6604167               2444.82                  
3.6611111               2444.46                  
3.6618056               2444.69                  
3.6625                  2445.67                  
3.6631944               2445.67                  
3.6638889               2446.6                   
3.6645833               2446.79                  
3.6652778               2446.43                  
3.6659722               2445.73                  
3.6666667               2445.62                  
3.6673611               2446.04                  
3.6680556               2446.27                  
3.66875                 2445.69                  
3.6694444               2446.08                  
3.6701389               2445.76                  
3.6708333               2445.78                  
3.6715278               2445.13                  
3.6722222               2445.01                  
3.6729167               2445.44                  
3.6736111               2444.82                  
3.6743056               2445.61                  
3.675                   2445.37                  
3.6756944               2445.51                  
3.6763889               2445.49                  
3.6770833               2445.5                   
3.6777778               2445.87                  
3.6784722               2446.22                  
3.6791667               2446.16                  
3.6798611               2446.3                   
3.6805556               2446.21                  
3.68125                 2446.36                  
3.6819444               2446.14                  
3.6826389               2445.84                  
3.6833333               2446.74                  
3.6840278               2446.39                  
3.6847222               2446.82                  
3.6854167               2447.35                  
3.6861111               2447.49                  
3.6868056               2447.04                  
3.6875                  2446.85                  
3.6881944               2447.18                  
3.6888889               2447.85                  
3.6895833               2447.58                  
3.6902778               2447.6                   
3.6909722               2447.27                  
3.6916667               2446.78                  
3.6923611               2446.43                  
3.6930556               2446.05                  
3.69375                 2446.15                  
3.6944444               2445.99                  
3.6951389               2446.22                  
3.6958333               2445.42                  
3.6965278               2445.06                  
3.6972222               2445.04                  
3.6979167               2444.66                  
3.6986111               2444.5                   
3.6993056               2444.73                  
3.7                     2444.11                  
3.7006944               2443.97                  
3.7013889               2443.85                  
3.7020833               2444                     
3.7027778               2443.46                  
3.7034722               2443.08                  
3.7041667               2443.4                   
3.7048611               2442.9                   
3.7055556               2443.33                  
3.70625                 2442.79                  
3.7069444               2442.61                  
3.7076389               2442.77                  
3.7083333               2442.5                   
3.7090278               2441.95                  
3.7097222               2441.59                  
3.7104167               2441.23                  
3.7111111               2440.82                  
3.7118056               2440.57                  
3.7125                  2440.92                  
3.7131944               2440.85                  
3.7138889               2441                     
3.7145833               2441.28                  
3.7152778               2441.62                  
3.7159722               2442.23                  
3.7166667               2442.18                  
3.7173611               2443.53                  
3.7180556               2443.57                  
3.71875                 2444.31                  
3.7194444               2444.77                  
3.7201389               2445.11                  
3.7208333               2445.14                  
3.7215278               2445.29                  
3.7222222               2445.52                  
3.7229167               2445.62                  
3.7236111               2445.81                  
3.7243056               2446.1                   
3.725                   2446.34                  
3.7256944               2446.29                  
3.7263889               2446.47                  
3.7270833               2447.01                  
3.7277778               2446.86                  
3.7284722               2446.66                  
3.7291667               2446.79                  
3.7298611               2446.67                  
3.7305556               2447.12                  
3.73125                 2447.46                  
3.7319444               2447.32                  
3.7326389               2447.72                  
3.7333333               2448.39                  
3.7340278               2448.29                  
3.7347222               2448.38                  
3.7354167               2448.75                  
3.7361111               2448.55                  
3.7368056               2448.58                  
3.7375                  2448.67                  
3.7381944               2448.6                   
3.7388889               2448.31                  
3.7395833               2448.65                  
3.7402778               2447.72                  
3.7409722               2447.87                  
3.7416667               2448.31                  
3.7423611               2448.2                   
3.7430556               2447.76                  
3.74375                 2447.46                  
3.7444444               2447.81                  
3.7451389               2447.52                  
3.7458333               2446.59                  
3.7465278               2447.04                  
3.7472222               2445.94                  
3.7479167               2445.65                  
3.7486111               2445.52                  
3.7493056               2444.61                  
3.75                    2444.5                   
3.7506944               2443.96                  
3.7513889               2444.27                  
3.7520833               2444.1                   
3.7527778               2444.23                  
3.7534722               2444.54                  
3.7541667               2445.49                  
3.7548611               2446.91                  
3.7555556               2447.28                  
3.75625                 2449                     
3.7569444               2449.21                  
3.7576389               2449.76                  
3.7583333               2450.33                  
3.7590278               2451.97                  
3.7597222               2451.14                  
3.7604167               2453.94                  
3.7611111               2454.45                  
3.7618056               2455.09                  
3.7625                  2457.33                  
3.7631944               2458.04                  
3.7638889               2458.62                  
3.7645833               2461                     
3.7652778               2461.03                  
3.7659722               2462.21                  
3.7666667               2462.69                  
3.7673611               2463.23                  
3.7680556               2463.2                   
3.76875                 2465.08                  
3.7694444               2465.21                  
3.7701389               2466.71                  
3.7708333               2468.01                  
3.7715278               2467.64                  
3.7722222               2468.46                  
3.7729167               2468.68                  
3.7736111               2468.57                  
3.7743056               2469.43                  
3.775                   2469.79                  
3.7756944               2469.87                  
3.7763889               2469.51                  
3.7770833               2469.67                  
3.7777778               2469.53                  
3.7784722               2469.39                  
3.7791667               2470.24                  
3.7798611               2470.11                  
3.7805556               2470.18                  
3.78125                 2470.68                  
3.7819444               2470.93                  
3.7826389               2469.62                  
3.7833333               2470.54                  
3.7840278               2471.16                  
3.7847222               2471.85                  
3.7854167               2472.54                  
3.7861111               2472.2                   
3.7868056               2471.58                  
3.7875                  2471.29                  
3.7881944               2471.51                  
3.7888889               2469.79                  
3.7895833               2469.6                   
3.7902778               2470.34                  
3.7909722               2469.92                  
3.7916667               2470.96                  
3.7923611               2470.52                  
3.7930556               2470.85                  
3.79375                 2470.28                  
3.7944444               2470.76                  
3.7951389               2470.84                  
3.7958333               2470.23                  
3.7965278               2470.4                   
3.7972222               2470.13                  
3.7979167               2470.01                  
3.7986111               2470.24                  
3.7993056               2469.92                  
3.8                     2469.41                  
3.8006944               2469.33                  
3.8013889               2468.8                   
3.8020833               2468.51                  
3.8027778               2467.33                  
3.8034722               2467.28                  
3.8041667               2466.8                   
3.8048611               2466.34                  
3.8055556               2466.7                   
3.80625                 2465.95                  
3.8069444               2465.83                  
3.8076389               2464.74                  
3.8083333               2464.19                  
3.8090278               2463.26                  
3.8097222               2462.33                  
3.8104167               2461.47                  
3.8111111               2460.49                  
3.8118056               2459.79                  
3.8125                  2459.13                  
3.8131944               2458.64                  
3.8138889               2457.61                  
3.8145833               2457.29                  
3.8152778               2457.05                  
3.8159722               2456.27                  
3.8166667               2455.38                  
3.8173611               2454.52                  
3.8180556               2455.66                  
3.81875                 2456.06                  
3.8194444               2458.2                   
3.8201389               2460.21                  
3.8208333               2462.99                  
3.8215278               2464.29                  
3.8222222               2466.74                  
3.8229167               2468.53                  
3.8236111               2471.6                   
3.8243056               2472.02                  
3.825                   2473.28                  
3.8256944               2474                     
3.8263889               2474.33                  
3.8270833               2475.75                  
3.8277778               2476.55                  
3.8284722               2477.04                  
3.8291667               2477.64                  
3.8298611               2478.09                  
3.8305556               2478.01                  
3.83125                 2478.11                  
3.8319444               2477.35                  
3.8326389               2478.38                  
3.8333333               2478.41                  
3.8340278               2478.03                  
3.8347222               2477.79                  
3.8354167               2477.67                  
3.8361111               2477.47                  
3.8368056               2477.45                  
3.8375                  2476.66                  
3.8381944               2476.38                  
3.8388889               2475.79                  
3.8395833               2475.48                  
3.8402778               2475.62                  
3.8409722               2475.43                  
3.8416667               2475.07                  
3.8423611               2475.17                  
3.8430556               2474.8                   
3.84375                 2474.23                  
3.8444444               2473.56                  
3.8451389               2472.8                   
3.8458333               2471.93                  
3.8465278               2471.32                  
3.8472222               2470.18                  
3.8479167               2469.51                  
3.8486111               2469.17                  
3.8493056               2468.73                  
3.85                    2467.57                  
3.8506944               2466.28                  
3.8513889               2464.41                  
3.8520833               2463.27                  
3.8527778               2462.12                  
3.8534722               2461.12                  
3.8541667               2459.91                  
3.8548611               2459.58                  
3.8555556               2459.6                   
3.85625                 2460.18                  
3.8569444               2460.61                  
3.8576389               2460.22                  
3.8583333               2460.01                  
3.8590278               2459.63                  
3.8597222               2459.59                  
3.8604167               2460.19                  
3.8611111               2460.84                  
3.8618056               2460.89                  
3.8625                  2460.94                  
3.8631944               2460.76                  
3.8638889               2460.74                  
3.8645833               2460.88                  
3.8652778               2461.74                  
3.8659722               2462.31                  
3.8666667               2463.55                  
3.8673611               2464.03                  
3.8680556               2464.7                   
3.86875                 2465.22                  
3.8694444               2466.47                  
3.8701389               2466.77                  
3.8708333               2467.26                  
3.8715278               2467.32                  
3.8722222               2467.92                  
3.8729167               2468.39                  
3.8736111               2468.49                  
3.8743056               2469                     
3.875                   2468.46                  
3.8756944               2468.51                  
3.8763889               2468.24                  
3.8770833               2468.26                  
3.8777778               2468.03                  
3.8784722               2467.75                  
3.8791667               2468.08                  
3.8798611               2468.96                  
3.8805556               2469.18                  
3.88125                 2468.68                  
3.8819444               2468.82                  
3.8826389               2468.41                  
3.8833333               2468.64                  
3.8840278               2468.09                  
3.8847222               2467.95                  
3.8854167               2467.31                  
3.8861111               2467.1                   
3.8868056               2466.26                  
3.8875                  2465.62                  
3.8881944               2464.8                   
3.8888889               2464.47                  
3.8895833               2464.18                  
3.8902778               2463.86                  
3.8909722               2463.2                   
3.8916667               2463.25                  
3.8923611               2462.69                  
3.8930556               2462.08                  
3.89375                 2461.76                  
3.8944444               2461.82                  
3.8951389               2461.63                  
3.8958333               2461.57                  
3.8965278               2462.17                  
3.8972222               2462.29                  
3.8979167               2462.7                   
3.8986111               2463.41                  
3.8993056               2463.87                  
3.9                     2464.68                  
3.9006944               2465.67                  
3.9013889               2466.87                  
3.9020833               2467.86                  
3.9027778               2469.08                  
3.9034722               2470.44                  
3.9041667               2471.45                  
3.9048611               2472.36                  
3.9055556               2473.37                  
3.90625                 2474.16                  
3.9069444               2474.94                  
3.9076389               2475.11                  
3.9083333               2474.82                  
3.9090278               2474.69                  
3.9097222               2474.2                   
3.9104167               2473.92                  
3.9111111               2473.7                   
3.9118056               2472.88                  
3.9125                  2472.08                  
3.9131944               2471.36                  
3.9138889               2470.9                   
3.9145833               2470.2                   
3.9152778               2469.64                  
3.9159722               2469.16                  
3.9166667               2468.96                  
3.9173611               2468.76                  
3.9180556               2468.44                  
3.91875                 2468.15                  
3.9194444               2467.74                  
3.9201389               2467.35                  
3.9208333               2467.09                  
3.9215278               2466.78                  
3.9222222               2466.85                  
3.9229167               2466.79                  
3.9236111               2466.75                  
3.9243056               2466.4                   
3.925                   2465.91                  
3.9256944               2465.53                  
3.9263889               2465.34                  
3.9270833               2464.98                  
3.9277778               2464.89                  
3.9284722               2464.48                  
3.9291667               2464.07                  
3.9298611               2463.84                  
3.9305556               2463.53                  
3.93125                 2463.17                  
3.9319444               2462.98                  
3.9326389               2462.77                  
3.9333333               2462.67                  
3.9340278               2462.63                  
3.9347222               2462.68                  
3.9354167               2462.74                  
3.9361111               2462.62                  
3.9368056               2462.48                  
3.9375                  2462.14                  
3.9381944               2461.8                   
3.9388889               2461.35                  
3.9395833               2461.1                   
3.9402778               2460.86                  
3.9409722               2460.48                  
3.9416667               2460.18                  
3.9423611               2459.75                  
3.9430556               2459.39                  
3.94375                 2459.09                  
3.9444444               2458.91                  
3.9451389               2458.69                  
3.9458333               2458.48                  
3.9465278               2458.16                  
3.9472222               2457.96                  
3.9479167               2458                     
3.9486111               2458.14                  
3.9493056               2458.21                  
3.95                    2457.91                  
3.9506944               2457.65                  
3.9513889               2457.52                  
3.9520833               2457.32                  
3.9527778               2457.08                  
3.9534722               2457.02                  
3.9541667               2457.36                  
3.9548611               2457.59                  
3.9555556               2457.67                  
3.95625                 2457.65                  
3.9569444               2457.43                  
3.9576389               2457.07                  
3.9583333               2456.7                   
3.9590278               2456.53                  
3.9597222               2456.36                  
3.9604167               2456.08                  
3.9611111               2455.8                   
3.9618056               2455.68                  
3.9625                  2455.76                  
3.9631944               2455.63                  
3.9638889               2455.66                  
3.9645833               2455.99                  
3.9652778               2456.23                  
3.9659722               2456.34                  
3.9666667               2456.15                  
3.9673611               2455.93                  
3.9680556               2455.6                   
3.96875                 2455.31                  
3.9694444               2455.17                  
3.9701389               2454.94                  
3.9708333               2454.79                  
3.9715278               2455.07                  
3.9722222               2455.86                  
3.9729167               2456.3                   
3.9736111               2456.89                  
3.9743056               2456.68                  
3.975                   2456.87                  
3.9756944               2456.73                  
3.9763889               2456.94                  
3.9770833               2456.67                  
3.9777778               2456.71                  
3.9784722               2456.72                  
3.9791667               2456.82                  
3.9798611               2456.99                  
3.9805556               2457.25                  
3.98125                 2457.36                  
3.9819444               2457.52                  
3.9826389               2457.64                  
3.9833333               2457.72                  
3.9840278               2458.16                  
3.9847222               2458.29                  
3.9854167               2458.21                  
3.9861111               2458.16                  
3.9868056               2458.11                  
3.9875                  2457.86                  
3.9881944               2457.9                   
3.9888889               2458.07                  
3.9895833               2458.25                  
3.9902778               2458.25                  
3.9909722               2458.04                  
3.9916667               2457.9                   
3.9923611               2457.88                  
3.9930556               2457.72                  
3.99375                 2457.76                  
3.9944444               2457.55                  
3.9951389               2457.41                  
3.9958333               2457.02                  
3.9965278               2456.32                  
3.9972222               2456.09                  
3.9979167               2456.01                  
3.9986111               2456.48                  
3.9993056               2456.84                  
4                       2457.3                   
4.0006944               2457.6                   
4.0013889               2457.8                   
4.0020833               2458.2                   
4.0027778               2458.3                   
4.0034722               2458.2                   
4.0041667               2458                     
4.0048611               2457.7                   
4.0055556               2457.3                   
4.00625                 2457.1                   
4.0069444               2456.9                   
4.0076389               2456.8                   
4.0083333               2456.9                   
4.0090278               2456.8                   
4.0097222               2456.6                   
4.0104167               2456.4                   
4.0111111               2456.2                   
4.0118056               2456.1                   
4.0125                  2456.3                   
4.0131944               2456.3                   
4.0138889               2456.3                   
4.0145833               2456.7                   
4.0152778               2457.1                   
4.0159722               2457.4                   
4.0166667               2457.6                   
4.0173611               2457.7                   
4.0180556               2457.6                   
4.01875                 2457.6                   
4.0194444               2457.4                   
4.0201389               2457.2                   
4.0208333               2457.4                   
4.0215278               2457.4                   
4.0222222               2457.6                   
4.0229167               2457.8                   
4.0236111               2457.8                   
4.0243056               2457.9                   
4.025                   2457.9                   
4.0256944               2457.8                   
4.0263889               2457.9                   
4.0270833               2457.9                   
4.0277778               2458                     
4.0284722               2458                     
4.0291667               2458                     
4.0298611               2458.1                   
4.0305556               2458.1                   
4.03125                 2458.2                   
4.0319444               2458.2                   
4.0326389               2458.2                   
4.0333333               2458.1                   
4.0340278               2458.1                   
4.0347222               2458.2                   
4.0354167               2458.3                   
4.0361111               2458.5                   
4.0368056               2458.5                   
4.0375                  2458.5                   
4.0381944               2458.5                   
4.0388889               2458.6                   
4.0395833               2458.6                   
4.0402778               2458.8                   
4.0409722               2459                     
4.0416667               2459.2                   
4.0423611               2459.4                   
4.0430556               2459.5                   
4.04375                 2459.6                   
4.0444444               2459.7                   
4.0451389               2459.7                   
4.0458333               2459.9                   
4.0465278               2459.7                   
4.0472222               2459.7                   
4.0479167               2459.9                   
4.0486111               2460                     
4.0493056               2460                     
4.05                    2460                     
4.0506944               2460.1                   
4.0513889               2460.3                   
4.0520833               2460.4                   
4.0527778               2460.6                   
4.0534722               2460.8                   
4.0541667               2460.9                   
4.0548611               2460.8                   
4.0555556               2460.6                   
4.05625                 2460.5                   
4.0569444               2460.4                   
4.0576389               2460.2                   
4.0583333               2460.2                   
4.0590278               2460.3                   
4.0597222               2460.3                   
4.0604167               2460.3                   
4.0611111               2460.3                   
4.0618056               2460.4                   
4.0625                  2460.3                   
4.0631944               2460.3                   
4.0638889               2460.6                   
4.0645833               2460.6                   
4.0652778               2460.6                   
4.0659722               2460.7                   
4.0666667               2460.6                   
4.0673611               2460.5                   
4.0680556               2460.2                   
4.06875                 2460                     
4.0694444               2459.4                   
4.0701389               2459.3                   
4.0708333               2459.5                   
4.0715278               2460.2                   
4.0722222               2461                     
4.0729167               2461.7                   
4.0736111               2461.7                   
4.0743056               2460.4                   
4.075                   2460.4                   
4.0756944               2458.9                   
4.0763889               2458.1                   
4.0770833               2457.5                   
4.0777778               2457.3                   
4.0784722               2457.3                   
4.0791667               2457.2                   
4.0798611               2457.2                   
4.0805556               2457.3                   
4.08125                 2458                     
4.0819444               2458.5                   
4.0826389               2459.2                   
4.0833333               2459.6                   
4.0840278               2459.9                   
4.0847222               2460.2                   
4.0854167               2460.6                   
4.0861111               2460.6                   
4.0868056               2460.4                   
4.0875                  2460.4                   
4.0881944               2460.6                   
4.0888889               2460.7                   
4.0895833               2461                     
4.0902778               2461.3                   
4.0909722               2461.4                   
4.0916667               2461.6                   
4.0923611               2461.4                   
4.0930556               2460.9                   
4.09375                 2460.9                   
4.0944444               2461                     
4.0951389               2460.8                   
4.0958333               2460.4                   
4.0965278               2460.2                   
4.0972222               2460.1                   
4.0979167               2459.9                   
4.0986111               2459.8                   
4.0993056               2460                     
4.1                     2460.1                   
4.1006944               2460.1                   
4.1013889               2460                     
4.1020833               2460.1                   
4.1027778               2460.1                   
4.1034722               2460.4                   
4.1041667               2460.6                   
4.1048611               2460.5                   
4.1055556               2460.4                   
4.10625                 2460.1                   
4.1069444               2459.7                   
4.1076389               2459.4                   
4.1083333               2459.2                   
4.1090278               2459.5                   
4.1097222               2459.5                   
4.1104167               2459.1                   
4.1111111               2458.9                   
4.1118056               2458.7                   
4.1125                  2458.3                   
4.1131944               2458.3                   
4.1138889               2458.2                   
4.1145833               2457.9                   
4.1152778               2457.6                   
4.1159722               2457.3                   
4.1166667               2457.3                   
4.1173611               2457                     
4.1180556               2457                     
4.11875                 2457.2                   
4.1194444               2457.4                   
4.1201389               2457.3                   
4.1208333               2457.1                   
4.1215278               2457                     
4.1222222               2457                     
4.1229167               2457.1                   
4.1236111               2457.4                   
4.1243056               2457.6                   
4.125                   2457.6                   
4.1256944               2457.7                   
4.1263889               2457.5                   
4.1270833               2457.4                   
4.1277778               2457                     
4.1284722               2457                     
4.1291667               2456.8                   
4.1298611               2456.2                   
4.1305556               2456.3                   
4.13125                 2456.5                   
4.1319444               2455.8                   
4.1326389               2455.6                   
4.1333333               2455.5                   
4.1340278               2455.6                   
4.1347222               2455.8                   
4.1354167               2455.8                   
4.1361111               2455.9                   
4.1368056               2455.9                   
4.1375                  2456.2                   
4.1381944               2456.6                   
4.1388889               2456.5                   
4.1395833               2456.6                   
4.1402778               2456.7                   
4.1409722               2456.9                   
4.1416667               2457.5                   
4.1423611               2458                     
4.1430556               2458.2                   
4.14375                 2458.1                   
4.1444444               2457.8                   
4.1451389               2458                     
4.1458333               2458.1                   
4.1465278               2458.2                   
4.1472222               2458.7                   
4.1479167               2458.3                   
4.1486111               2458.3                   
4.1493056               2458.2                   
4.15                    2458                     
4.1506944               2458                     
4.1513889               2457.6                   
4.1520833               2457.9                   
4.1527778               2457.8                   
4.1534722               2457.7                   
4.1541667               2457.8                   
4.1548611               2457.5                   
4.1555556               2457.5                   
4.15625                 2457.2                   
4.1569444               2456.7                   
4.1576389               2456.5                   
4.1583333               2456.2                   
4.1590278               2456.7                   
4.1597222               2456.9                   
4.1604167               2457                     
4.1611111               2457.5                   
4.1618056               2457.4                   
4.1625                  2457                     
4.1631944               2457                     
4.1638889               2456.9                   
4.1645833               2456.9                   
4.1652778               2457.1                   
4.1659722               2457                     
4.1666667               2457                     
4.1673611               2456.9                   
4.1680556               2456.8                   
4.16875                 2456.5                   
4.1694444               2456.9                   
4.1701389               2456.6                   
4.1708333               2457                     
4.1715278               2457.2                   
4.1722222               2457.1                   
4.1729167               2457.2                   
4.1736111               2457                     
4.1743056               2456.6                   
4.175                   2456.8                   
4.1756944               2456.6                   
4.1763889               2456.2                   
4.1770833               2455.7                   
4.1777778               2455.9                   
4.1784722               2455.8                   
4.1791667               2455.9                   
4.1798611               2455.8                   
4.1805556               2455.5                   
4.18125                 2455.2                   
4.1819444               2455                     
