x,y,y_xg,y_exp,y_ma
8.93125,7.270981150792068,5.346986964965623,7.437330384866512,7.312981150792621
8.9319444,7.080981150793377,5.387303685958127,7.435666892525768,7.27898115079297
8.9326389,7.080981150793377,5.433317044575491,7.4321200351084435,7.246981150792999
8.9333333,6.8009811507909035,5.473593771277242,7.4286086462652925,7.136981150792417
8.9340278,6.910981150791486,5.5100528346593425,7.4223323713105485,7.028981150792243
8.9347222,6.500981150791631,5.5423110701916185,7.4172188591053585,6.874981150792155
8.9354167,6.190981150793959,5.56807383093368,7.4080564820222214,6.696981150792271
8.9361111,5.8009811507909035,5.590442844534042,7.395885728709939,6.440981150791776
8.9368056,5.600981150793814,5.599921549686134,7.379936682930749,6.200981150792359
8.9375,5.100981150793814,5.607967859171432,7.362147127609379,5.838981150792824
8.9381944,4.940981150793959,5.606095642823602,7.339535467841223,5.52698115079329
8.9388889,4.9809811507911945,5.585672687906784,7.3155499246707505,5.284981150792737
8.9395833,5.330981150793377,5.542499127832291,7.292204236931955,5.190981150793232
8.9402778,5.860981150792213,5.482858173445605,7.272592006070568,5.242981150792912
8.9409722,6.07098115079134,5.416008080669371,7.258475897517784,5.436981150792417
8.9416667,6.150981150793086,5.341060119853883,7.24660095005052,5.678981150792242
8.9423611,6.270981150792068,5.272811508584991,7.235644752057945,5.936981150792417
8.9430556,6.560981150792941,5.189486622698336,7.225998116045286,6.18298115079233
8.94375,6.470981150792795,5.104380199434624,7.219347946392762,6.304981150792446
8.9444444,6.07098115079134,5.003554476085623,7.211864278436763,6.304981150792446
8.9451389,5.57098115079134,4.890896414162915,7.200455447160309,6.188981150792097
8.9458333,4.990981150793232,4.7676499147557045,7.184160704196619,5.93298115079233
8.9465278,4.6209811507906124,4.638062907511293,7.162228908662585,5.544981150791864
8.9472222,4.060981150792941,4.505746064176431,7.136816431083865,5.062981150791893
8.9479167,3.680981150791922,4.375587630857367,7.106058078280956,4.584981150792009
8.9486111,3.280981150794105,4.232700934420763,7.071807309006066,4.126981150792562
8.9493056,2.490981150793232,4.090650680851735,7.0338990474239464,3.6269811507925622
8.95,1.9009811507930863,3.929944532567014,6.9884698684576385,3.0829811507930573
8.9506944,1.2309811507911945,3.7805891018782836,6.937594981280993,2.516981150792708
8.9513889,1.0609811507929408,3.6458799707709835,6.880528842976095,1.9929811507929116
8.9520833,0.9809811507911945,3.5276089883329624,6.822333366054264,1.5329811507923297
8.9527778,1.2009811507923587,3.419943716951455,6.7639198439016335,1.274981150792155
8.9534722,1.32098115079134,3.316351542200014,6.708290456970541,1.1589811507918057
8.9541667,1.640981150791049,3.225094999070016,6.654417363908749,1.2409811507917765
8.9548611,1.8509811507938139,3.1384653846522803,6.6042830017775715,1.3989811507919512
8.9555556,2.0609811507929408,3.059721490845407,6.556749983267734,1.6149811507923004
